"","ResponseId","d_sens_crit","criticism_d","d_sens_chall","challange_d","challenge_seeking","t1p1_correct","t1p2_correct","t1p3_correct","t1p4_correct","t1pp1_correct","t1pp2_correct","t1pp3_correct","t1tp1_correct","t1tp2_correct","t1tp3_correct","t1tp4_correct","t1tp5_correct","t1tp6_correct","t1tp7_correct","t1tp8_correct","set1_scoreraw","eiottime","perssec","eiottimetrans","perstrans","ewd","pers_wd","effort","persistence","resilience","perc_score","Q187","chall_ass_self_1","chall_ass_self_2","chall_ass_self_3","chall_ass_self_4","chall_ass_self_5","chall_word_ev_1","chall_word_ev_2","chall_word_ev_3","chall_word_ev_4","chall_word_ev_5","crit_ass_self_1","crit_ass_self_2","crit_ass_self_3","crit_ass_self_4","crit_ass_self_5","crit_word_ev_1","crit_word_ev_2","crit_word_ev_3","crit_word_ev_4","crit_word_ev_5","chall_word_us_ev_1","chall_word_us_ev_2","chall_word_us_ev_3","chall_word_us_ev_4","chall_word_us_ev_5","crit_word_us_ev_1","crit_word_us_ev_2","crit_word_us_ev_3","crit_word_us_ev_4","crit_word_us_ev_5","pre_ms","pre_ms_words_4","pre_ms_words_5","pre_ms_words_6","ms_words_ev_1","ms_words_ev_2","ms_words_ev_3","chall_gnat_feedback_1","chall_gnat_feedback_2","chall_gnat_feedback_3","chall_gnat_correct_1","chall_gnat_attention_1","crit_gnat_feedback_1","crit_gnat_feedback_2","crit_gnat_feedback_3","crit_gnat_correct_1","crit_gnat_attention_1","Q194","iq_1","iq_2","fms_1","fms_2","fms_3","fms_4","crms_1","crms_2","crms_3","crms_4","chms_1","chms_2","chms_3","chms_4","grit_1","grit_2","grit_3","grit_4","grit_5","grit_6","grit_7","grit_8","fsc_1","fsc_2","crsc_1","crsc_2","chsc","mcsd_1","mcsd_2","mcsd_3","mcsd_4","mcsd_5","mcsd_6","mcsd_7","mcsd_8","mcsd_9","mcsd_10","mcsd_11","mcsd_12","mcsd_13","intdel_1","intdel_2","intdel_3","intdel_4","intdel_5","intdel_6","intdel_7","intdel_8","intdel_9","intdel_10","intdel_11","intdel_12","intdel_13","intdel_14","intdel_15","intdel_16","intdel_17","intdel_18","iqms_avg","crms_avg","chms_avg","fms_avg","fsc_avg","crsc_avg","chall_ev_participant","crit_ev_participant","chall_ev_us","crit_ev_us","mcsd","grit_avg","pre_ms_ev","intuition_pid","deliberation_pid"
"11","R_1CC4izr7HbhkSsd",-0.503069683392594,-0.047119087817606,-1.84714443857911,0.696356731481292,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,4,126.139,51.623,11.2311620057766,7.18491475245183,11.2311620057766,7.18491475245183,0.341237512558036,0.245660162737927,1,2.58689767529596,"a böngészőt átváltottam teljes képernyős módra","jutalom","stressz","önbizalom","hit","kudarc",5,1,5,4,1,"film","elfogadás","megértés","építő","harag",3,5,4,5,2,5,5,3,4,5,4,4,4,3,2,"Kivetnivaló vannak, esetleg valami javításra, átgondolásra hívja fel a figyelmem.","értetlenség","meglepődés","kiváltság",2,3,4,3,4,5,66,71,2,4,4,57,88,NA,5,4,3,4,6,5,5,4,5,5,5,5,5,6,4,2,3,3,3,2,3,4,4,4,3,5,0,0,0,0,1,0,0,1,1,0,1,1,1,0,3,4,3,3,3,2,3,4,3,2,3,4,2,3,4,3,2,2,4.5,4.75,5.25,4.5,4,4,3.2,3.8,4.4,3.4,0.461538461538462,3,3,2.88888888888889,3
"12","R_1d4xcrJsMVvZnjM",0.0209180995341081,0.338704854866853,-0.60501232360258,0.412703257036835,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,4,135.922,82.435,11.6585590876403,9.07937222499441,11.6585590876403,9.07937222499441,0.361478864189912,0.310433753941091,1,2.671912618131,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","verseny","bizonyitas","problema","ellenfel","feladat",4,5,2,3,3,"film","mozi","leszid","epito","rosszindulatu",4,4,2,4,1,4,2,4,2,4,3,4,3,4,1,"kisebb hibak, pontatlansagok kijavitasa","aggodalom","kivancsisag","turelmetlenseg",1,3,2,3,4,5,91,100,3,4,4,71,100,NA,1,2,1,1,2,3,3,3,3,3,4,3,4,3,3,3,5,5,3,3,3,4,4,4,4,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.5,3,3.5,1.75,4,3.5,3.4,3,3.2,3,0.230769230769231,3.625,2,3,3
"13","R_1dB8lwYRNtQSGBP",0.665697634704723,0.581736185084488,-0.267930518591434,-0.0812552768279931,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,4,70.194,59.243,8.37818596117322,7.69694744687789,8.37818596117322,7.69694744687789,0.206121729679211,0.263167125502784,1,2.46928885518199,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","fejleszt","nehéz","szint","új","bonyolult",5,3,3,4,2,"bántó","felülbírál","elemez","elutasít","degradál",1,1,3,1,1,4,5,4,2,4,2,5,2,2,2,"Valószínűleg építő jellegű kritikát szeretne adni a szakdolgozattal kapcsolatban.","ijedtség","kérdések","érdeklődés",2,3,4,4,4,4,40,60,2,4,5,50,70,"mindig a space-en tartottam az ujjamat, mert nagyon gyorsan jöttek a szavak",6,6,2,3,4,4,5,4,5,5,5,5,5,4,3,2,2,1,1,3,2,1,4,3,4,4,0,1,1,1,0,1,0,0,0,0,0,1,1,0,5,5,4,5,5,5,5,5,5,5,5,3,1,2,4,2,4,2,6,4.75,4.75,3.25,3.5,4,3.4,1.4,3.8,2.6,0.461538461538462,1.875,3,3.11111111111111,4.88888888888889
"14","R_1dizGqxVmS3FFoM",0.309350378763895,0.783406552658861,-0.485136728144527,-0.197174531679721,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,2,234.826,195.576,15.3240334116054,13.9848489444827,15.3240334116054,13.9848489444827,0.535074234484595,0.478157415353411,1,3.01323164983801,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét","Lehetőség","Nehézség","Harc","Párbaj","Verseny",5,1,2,2,3,"Őnkritika","Fejlődés","Önismeret","Fájdalom","motiváció",4,5,5,1,5,3,3,4,2,3,3,4,3,2,1,"Mivel ritkán ad hosszabb visszajelzést, ezért félnék, hogy inkább negatív lesz a mondandója. pl: újra kell kezdeni, nincs eléggé kidolgozva, nem megfelelő a forma...","Félelem - hogy elégedetlen a munkámmal","Stressz - hogy felesleges volt a munkám","Bizonytalanság - hogy nem tudom mit akar mondani",1,1,1,4,4,5,67,75,4,4,5,56,65,"Nem",5,6,1,3,2,3,4,5,3,4,5,5,3,5,4,3,3,3,3,4,3,4,4,4,3,3,0,0,0,0,1,0,0,0,1,1,1,0,0,1,4,4,4,2,2,3,1,2,4,5,4,4,2,4,4,3,4,3,5.5,4,4.5,2.25,4,3,2.6,4,3,2.6,0.384615384615385,3.375,1,3.55555555555556,3
"15","R_1dKx8151ypX80x2",-1.12531545343804,0.362276919401088,-0.369708094868997,0.0770513753793223,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,4,168.578,133.56,12.9837590858734,11.5568161705549,12.9837590858734,11.5568161705549,0.424239796084515,0.395140295884793,1,2.81938009196931,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","nehézség","probléma","jutalom","megmérettetés","teljesítmény",2,2,5,3,4,"teszt","pozitív","negatív","objektív","szubjektív",3,5,1,3,3,3,3,3,2,4,3,4,3,2,2,"Valószínűleg lehet benne 1-2 apró hiba, vagy valami apróbb jellegű probléma.","izgatottság","bizonytalanság","zavarodottság",4,1,1,4,3,5,80,60,4,3,5,72,65,"Próbáltam memorizálni az összes lehetséges szót.",5,6,2,3,3,2,4,4,4,4,4,4,4,4,4,4,4,3,3,4,2,3,4,5,5,4,0,0,0,0,1,0,0,1,1,0,1,0,0,0,5,5,4,5,4,4,4,3,2,3,2,3,1,4,4,2,3,1,5.5,4,4,2.5,4.5,4.5,3.2,3,3,2.8,0.307692307692308,3.375,2,2.44444444444444,4.11111111111111
"16","R_1eOGcXeHyISiVWV",2.0302662980756,-0.216039677887853,-1.40957742539992,0.318723353577388,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,192.143,142.735,13.8615655681456,11.9471753983944,13.8615655681456,11.9471753983944,0.465812353376984,0.408487108580736,1,2.87429946195772,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","kitartás","küzdelem","akaraterő","folyamat","feladat",5,2,5,3,2,"fájdalom","vélemény","negatívum","építő jelleg","személyes",1,2,1,5,2,3,2,2,1,2,1,4,3,3,1,"Valószínűleg a véleményét szeretné elmondani, ami lehet bíráló kritika, ugyanakkor lehet pozitív visszajelzés is, ez ennyiből nem derül ki.","félelem","kíváncsiság","türelmetlenség",1,4,2,5,4,4,60,60,3,4,4,81,70,"A színeket figyeltem és az alapján próbáltam felismerni a helyes válaszokat.",3,3,1,1,3,2,2,2,2,2,1,4,3,3,3,4,2,2,2,2,2,1,4,3,4,3,0,0,1,0,1,1,1,0,0,1,0,0,1,0,4,3,4,4,4,3,4,2,3,4,3,3,2,4,3,2,4,3,3,2,2.75,1.75,3.5,3.5,3.4,2.2,2,2.4,0.461538461538462,2.25,2.33333333333333,3,3.55555555555556
"17","R_1eWuFwC1e81dmZL",0.352842955862584,-0.146441785878307,-0.174607909118824,0.580357573818501,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,3,632.068,142.471,25.140962590959,11.9361216481737,25.140962590959,11.9361216481737,1,0.408109168664726,0,1.40810916866473,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","fejlődés","komplikáció","önbizalom","megmérettetés","teljesítmény",5,3,4,3,5,"negatívum","építő jelleg","fejlődés","sértődöttség","ítélés",1,4,5,2,2,4,4,4,4,4,3,4,4,4,3,"Véleményem szerint pozitív megerősítést kapnék a szakdolgozatomra, hiszen az elfoglaltsága ellenére válaszolt és személyesen szeretne velem találkozni. Elképzelhető, hogy további lehetőségeket ajánlana fel a szakdolgozatommal kapcsolatban (munkalehetőség prioritása, stb).","önbecsülés","magabiztosság","boldogság",4,4,5,2,3,5,80,90,2,3,5,65,70,"Nem.",2,3,4,4,3,4,5,4,4,4,4,5,4,4,2,3,2,2,2,2,2,1,4,4,3,5,0,0,1,0,1,0,0,1,1,1,1,0,1,1,4,4,4,5,5,5,5,4,4,3,5,4,3,4,3,3,4,3,2.5,4.25,4.25,3.75,4,4,4,2.8,4,3.6,0.615384615384615,2,4.33333333333333,3.66666666666667,4.33333333333333
"18","R_1fjz6NqCkth2XUx",1.81734359185352,0.241681533517073,-0.548659043081655,-0.634173787358765,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,3,213.26,136.901,14.603424255975,11.7004700760269,14.603424255975,11.7004700760269,0.500946478523649,0.400051981410934,0,0.900998459934583,"kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","megfelelés","fejlődés","ismeretlen","vizsgahelyzet","bizonyítás",2,5,2,2,2,"negatív","pozitív","vélemény","szubjektív","mérőzsinór",2,4,3,3,4,3,2,3,2,2,2,4,4,3,2,"Megbeszélni, összegezni az eddigieket, kijavítja a hibákat, javasol új forrásokat, stratégiákat, stb.","semleges","várakozással teli","izgatottság",3,4,4,4,3,3,50,70,4,3,3,75,60,"Elején mindig bevéstem, hogy pozitív, vagy negatív a kritika, és arra fókuszáltam agyban.",4,4,4,4,4,4,4,4,4,5,3,4,4,4,3,3,2,3,2,3,2,2,4,4,4,4,1,0,0,0,1,0,0,1,0,0,1,0,1,0,4,4,4,4,4,4,3,4,5,4,4,4,3,4,4,4,4,4,4,4.25,3.75,4,4,4,2.6,3.2,2.4,3,0.307692307692308,2.5,3.66666666666667,4,3.88888888888889
"19","R_1FxFhlpNxUvjWQa",1.86819644678541,0.46519322927786,0.124968692398051,0.730739372473395,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,4,143.386,57.117,11.9743893372481,7.55757897742392,11.9743893372481,7.55757897742392,0.376436456109862,0.258401963762359,0,0.634838419872221,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","teljesítés","motiválás","bizalom","cél","erő",4,4,4,4,4,"vélemény","értékelés","bírálat","motiváció","küzdelem",3,4,2,4,4,4,4,3,2,3,2,4,4,3,1,"Valószínűleg tanácsot szeretne adni, hogy hogyan lehet még jobb, illetve jelzi, hogy mik azok a dolgok, amik javításra szorulnak.","Izgalom","feszültség","nyugtalanság",4,2,3,3,3,4,40,61,4,4,4,30,40,"Próbáltam összpontosítani az adott kategóriákra",5,4,2,3,4,3,4,4,4,4,5,4,6,5,2,2,2,1,1,2,1,2,3,4,3,3,0,0,1,1,1,1,1,1,0,1,1,0,1,1,5,3,3,5,3,5,3,3,5,5,4,5,3,4,4,2,4,4,4.5,4,5,3,3.5,3,4,3.4,3.2,2.8,0.769230769230769,1.625,3,3.88888888888889,3.88888888888889
"20","R_1gnoTEUUAONm9pD",1.09035531153143,-0.288257549101043,-0.116167923117528,0.348074211487566,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,4,139.51,214.327,11.811435137188,14.6399112019165,11.811435137188,14.6399112019165,0.36871901159919,0.500554716686699,1,2.86927372828589,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","challenge","verseny","feladat","közönség","emberek",5,5,4,3,4,"cikk","elmélet","kritikus","tanár","érdemjegy",5,3,3,3,4,5,5,3,5,5,5,5,4,3,2,"Azt gondolom, hogy valószínűleg valami olyat talált a dolgozatomban, amire időt szakít, ez lehet valami pozitív, illetve valami negatív is, például azt hiszi, hogy plágium, vagy pozitív esetben valami kiemelkedő.","meglepődöttség","izgalom","szorongás",3,4,2,4,5,5,65,90,4,4,5,50,100,"Próbáltam az elején memorizálni, hogy melyik kategóriákba kellene sorolni a szavakat.",6,4,2,4,5,4,5,4,5,4,5,5,5,5,2,2,2,2,2,2,2,2,4,5,3,5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4,4,4,4,3,4,4,4,4,4,3,4,2,4,4,3,4,4,5,4.5,5,3.75,4.5,4,4.2,3.6,4.6,3.8,0.230769230769231,2,3,3.55555555555556,3.88888888888889
"21","R_1HUR0GPZyImyu4N",-0.885742212160578,0.170620304834377,-1.00209918219394,0.0870006148466596,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,57.177,102.972,7.56154746067232,10.1475120103403,7.56154746067232,10.1475120103403,0.167446063077352,0.346954631715649,1,2.514400694793,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","nehézség","feladat","felelősség","tudás","munka",2,3,3,5,3,"újság","film","rossz","gonosz","ír",5,5,1,1,3,3,3,4,2,4,2,4,5,3,2,"Lehet jó vagy rossz, valószínűleg valami gond van vele, amit át kell beszélni, vagy valami alap dolog félre van értve","aggodalom","izgulás","nyomasztó",1,3,1,3,4,5,81,90,4,4,5,87,95,"Nem",1,2,1,1,3,2,2,1,2,2,2,4,3,3,4,3,5,2,4,3,4,3,1,3,3,4,0,0,0,1,0,1,1,1,0,0,1,0,0,0,4,3,2,3,2,3,4,4,3,5,5,5,2,4,4,2,2,1,1.5,1.75,3,1.75,2,3.5,3.2,3,3.2,3.2,0.384615384615385,3.5,1.66666666666667,3.11111111111111,3.33333333333333
"22","R_1hXplCplvy1YpRM",-0.635252566251629,0.30716209108239,1.10151369523881,-0.149765370788249,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,4,244.538,225.454,15.6377108299137,15.0151257070995,15.6377108299137,15.0151257070995,0.549929869191483,0.513383714605349,1,3.06331358379683,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","izgalom","fejlődés","esély","szorongás","bizonytalanság",4,5,4,1,2,"felődés","bukás","sikertelenség","szorongás","félelem",5,1,2,1,1,5,4,4,4,4,2,4,2,3,1,"Első gondolat: valami nagy probléma van, amit fontos megbeszélni. Második: valószínűleg bármilyen visszajelzés elég fontos a személyes konzultációhoz","Szorongás","Félelem","Bizonytalanság",1,1,2,5,3,4,70,55,4,3,4,75,60,"Különösen figyeltem, amikor több 'jó' szó jött, hogy a rosszat biztosan észrevegyem",5,5,1,4,5,4,4,3,4,3,4,4,6,4,5,4,3,3,4,5,3,3,3,5,4,5,0,0,0,0,0,0,0,1,1,0,1,0,0,1,4,5,4,5,4,4,5,3,2,5,4,4,2,3,2,5,4,2,5,3.5,4.5,3.5,4,4.5,3.2,2,4.2,2.4,0.307692307692308,3.75,1.33333333333333,3.11111111111111,4.33333333333333
"23","R_1hxUm8bs57VGQPz",0.635252566251629,0.316794613679876,-0.76957428904305,0.44362638021033,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,3,177.323,202.994,13.3162682460215,14.2475962884972,13.3162682460215,14.2475962884972,0.439987294410963,0.48714103694301,1,2.92712833135397,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","nehézség","energia","megerőltetés","motiváció","kompetencia",2,3,2,5,4,"megbélyegzés","hamis","meghatározó","befolyásoló","elgondolkodtató",2,2,3,4,4,2,4,2,2,2,2,4,4,3,2,"Kritikus gondolatai vannak vele kapcsolatban, talán inkább negatív","ijedtség","bizonytalanság","kiváncsiság",2,3,4,3,4,5,55,80,3,4,5,45,70,"igyekeztem értelmezni a szavakat és kimondani őket magamban",5,5,3,3,4,5,4,4,4,4,4,5,4,4,3,3,3,3,3,3,3,2,4,3,4,4,0,0,0,0,1,0,1,1,1,1,1,0,0,0,4,3,4,4,4,5,4,4,4,4,4,5,3,4,5,4,4,4,5,4,4.25,3.75,3.5,4,3.2,3,2.4,3,0.461538461538462,2.875,3,4.11111111111111,4
"24","R_1hywzvyUpRu84qn",0.742414368063336,-0.544452916405818,-0.0513466060552203,-0.532463449474598,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,4,159.043,137.562,12.6112251585641,11.7286827904927,12.6112251585641,11.7286827904927,0.406596741095486,0.401016605246533,0.666666666666667,2.47428001300869,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","Megpróbáltatás","Feladat","Komfortzónából való kilépés","Újdonság","Próba",3,3,4,4,3,"Bántás","Negatív","Építőjelleg","Vélemény","Jellemzés",2,1,4,3,3,4,2,4,3,3,2,3,3,3,2,"Nem gondolnám, hogy rossz visszajelzése lesz. Inkább csak az idő szűke miatt, szeretne gyorsabban megvitatni pár változtatást. Ezzel a kommunikáció hatékonyabb és gyorsabban végbemenne.","Kiváncsiság","Izgalom","Türelmetlenség",4,4,3,4,4,4,40,70,3,4,4,50,70,"Inkább próbáltam a negatív-pozitív szavakat kiszűrni. Talán abból több volt.",5,5,2,4,4,3,4,3,6,3,6,5,5,6,1,2,2,1,1,1,2,1,4,3,4,4,0,0,1,0,1,1,0,1,0,0,1,0,0,0,4,3,4,4,4,2,3,5,4,5,5,5,2,4,4,4,4,3,5,4,5.5,3.25,3.5,4,3.4,2.6,3.2,2.6,0.384615384615385,1.375,3.66666666666667,3.88888888888889,3.77777777777778
"25","R_1i81DtiGZ4qQBvD",1.0799366857784,-0.168455657897323,0,0.439447063042859,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,4,50.643,88.589,7.11638953402637,9.41217296908636,7.11638953402637,9.41217296908636,0.146363565074168,0.321812578571548,1,1.46817614364572,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","élet","Apukám","megcsinálom","én","munka",5,5,5,5,5,"Apukám","én","barátnő","egyetem","Etele",5,5,5,5,5,5,5,4,5,4,4,4,5,3,3,"Megbeszélni a hibákat","negatív","félelem","izgatottság",2,3,4,4,4,4,52,50,4,4,4,39,61,"nem",4,4,3,4,4,4,4,4,4,5,6,6,4,4,3,1,2,1,1,1,1,1,3,3,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,4,3,4,4,3,4,1,5,3,2,1,2,3,3,3,3,4,4.25,5,3.75,3,3,5,5,4.6,3.8,0.153846153846154,1.375,3,2.33333333333333,3.66666666666667
"26","R_1IMH8WLkSpWJaDC",0.541589136155609,-0.376584482557932,0.331715021022494,-0.0380100248845441,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,4,187.398,209.489,13.6893389175665,14.4737348324474,13.6893389175665,14.4737348324474,0.45765576938827,0.494872963266722,1,2.95252873265499,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","eredmény","akarat","kitartás","veszély","játék",5,5,5,2,4,"vélemény","negatív","pozitív","elfogadás","komoly",3,1,5,4,3,4,2,4,2,4,4,5,5,4,2,"Reménykedem, hogy pozitív lesz a véleménye, mert sokat dolgoztam rajta és lelkiismeretesen tettem azt. Amennyiben mond kritikát is elfogadom, átgondolom és kijavítom.","kíváncsi","érdeklődő","izgatott",4,4,4,2,4,5,75,87,4,4,5,60,73,"A szavakat hangosan olvastam fel, így jobban tudtam koncentrálni rájuk.",5,4,2,4,5,5,4,4,5,4,5,6,6,6,4,3,2,2,1,2,2,2,3,5,3,5,0,0,0,1,1,1,0,0,1,1,1,0,0,1,4,4,3,4,4,4,3,3,3,4,4,4,2,4,4,3,4,2,4.5,4.25,5.75,4,4,4,4.2,3.2,3.2,4,0.538461538461538,2.25,4,3.33333333333333,3.66666666666667
"27","R_1is1x28qhsiOo9n",0.0271204112888288,0.0197318475807888,-0.696412478818953,0.0317069316673422,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,4,277.106,258.427,16.6465011338719,16.0756648385067,16.6465011338719,16.0756648385067,0.597705766902827,0.549644717635695,1,3.14735048453852,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","nehéz","izzadság","magabiztosság","győzelem","haladás",1,1,5,5,4,"negatív","pozitív","építő","fáj","jogos",1,5,4,1,4,4,2,4,1,2,3,4,4,3,1,"Szerintem nincs megelégedve az eredménnyel, és ezért szeretne személyesen konzultálni, hogy a kritikáját kifejtse. Kicsit ijesztőnek tartom ezt az üzenetet, ha esetleg oda lenne mellé írva, hogy nagyjából rendben van, de szóban szeretnék javasolni pár dolgot, az más lenne.","ijedtség","szomorúság","félelem",2,2,1,4,4,5,60,81,5,5,5,50,70,"Felolvastam félhangosan, hogy legyen időm gondolkodni, vagy az ujjam magasabbra emeltem a space-gombról, hogy ne tudjam olyan gyorsan megnyomni, hanem legyen időm közben. Továbbá inkább a negatív-pozitív jelzőket volt nehéz megkülönböztetni, úgyhogy arra próbáltam inkább figyelni.",4,3,2,2,3,4,4,1,2,1,4,4,4,4,3,4,3,3,3,4,3,3,3,4,4,5,0,0,0,0,1,0,1,0,1,1,1,0,0,0,5,5,5,5,4,5,5,3,3,5,5,5,2,5,5,2,4,2,3.5,2,4,2.75,3.5,4.5,3.2,3,2.6,3,0.384615384615385,3.25,1.66666666666667,3.66666666666667,4.66666666666667
"28","R_1jDqGQy2nVL0nQT",0.0388906566647933,-0.231815655323841,0.0948571519996217,0.114269147849186,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,4,380.193,258.445,19.4985384067627,16.0762246811868,19.4985384067627,16.0762246811868,0.732777089935894,0.549663859274621,1,3.28244094921051,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","feladat","ötlet","gondolkozás","verseny","lendület",4,4,4,3,4,"építő","segít","javít","bánt","megsért",5,5,5,1,1,4,4,4,2,3,4,5,5,5,1,"Szerintem el fogja mondani, hogy miket rontottam el szerinte, hogy miket lehetne szebben vagy esetleg szakszerűbben megfogalmazni.","félelem","izgatottság","kétely",2,5,1,5,5,5,40,46,4,4,5,50,65,"nem volt",5,6,1,1,3,1,5,5,5,4,5,5,4,5,2,2,3,2,3,2,2,2,4,5,4,5,0,0,0,0,1,1,1,1,1,1,0,0,0,1,4,4,5,4,4,3,5,3,4,4,3,5,2,5,3,3,5,3,5.5,4.75,4.75,1.5,4.5,4.5,3.8,3.4,3.4,4,0.538461538461538,2.25,2.66666666666667,3.66666666666667,4
"29","R_1JUy2EVYsdMUPtV",1.32032281791983,-0.366468184571889,0.5827275199346,-0.0980142340998666,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,3,91.569,399.475,9.56916924293849,19.9868706905308,9.56916924293849,19.9868706905308,0.262526212575483,0.683373161077826,1,2.94589937365331,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","legyűrés","veszély","móka","barátság","győzelem",4,1,5,4,5,"hideg","építés","javítás","kritikus","újság",1,4,2,3,3,2,3,3,2,4,2,4,4,4,2,"Remélhetőleg építő jellegű kritikákkal fog előállni. Ha sok negatívum lett volna, akkor azonnal visszaküldte volna javításra, így már csak kisebb finomítások miatt szeretne találkozni velem.","remény","aggódás","optimizmus",4,2,5,4,4,5,60,65,4,3,5,60,70,"Próbáltam a lehető legtöbbet memorizálni, viszont ilyen sebesség mellett nem volt túlságosan hatásos.",4,5,2,3,3,4,4,5,5,3,4,4,5,5,4,4,3,4,3,4,3,3,3,5,3,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,4,5,4,4,4,5,3,2,5,3,5,2,4,2,4,2,3,4.5,4.25,4.5,3,4,3.5,3.8,2.6,2.8,3.2,0.153846153846154,3.5,3.66666666666667,3,4.22222222222222
"30","R_1K90bmpDUuqdfwG",0.506315915605231,0.344916249189013,-0.33297716386765,-0.0730970835198645,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,3,149.501,309.182,12.2270601536101,17.5835718783187,12.2270601536101,17.5835718783187,0.388402843008892,0.601201723050057,1,2.98960456605895,"a böngészőt átváltottam teljes képernyős módra","cél","eredmény","munka","akarat","pontosság",5,5,5,5,5,"negatív","pozitív","építő","romboló","javítás",1,5,5,1,3,4,4,4,3,4,2,4,4,4,2,"Valószínű mivel sok munkát beleraktam és úgy érzem jól sikerült így meg szeretne dicséri esetleg ha valami apróbb hiba van azt kijavítani.","izgatottság","várakozás","kíváncsiság",4,4,4,3,3,5,65,80,3,3,5,70,85,"hangos kimondtam a szavakat",6,6,4,5,6,4,5,4,6,6,5,6,6,6,3,1,1,1,1,1,1,1,3,5,4,5,0,0,1,1,1,0,0,1,1,1,1,0,0,1,5,5,5,5,5,5,5,5,3,5,3,3,2,3,5,5,4,4,6,5.25,5.75,4.75,4,4.5,5,3,3.8,3.2,0.615384615384615,1.25,4,3.55555555555556,5
