"","ResponseId","d_sens_chall","challange_d","d_sens_crit","criticism_d","Q187","chall_ass_self_1","chall_ass_self_2","chall_ass_self_3","chall_ass_self_4","chall_ass_self_5","chall_word_ev_1","chall_word_ev_2","chall_word_ev_3","chall_word_ev_4","chall_word_ev_5","crit_ass_self_1","crit_ass_self_2","crit_ass_self_3","crit_ass_self_4","crit_ass_self_5","crit_word_ev_1","crit_word_ev_2","crit_word_ev_3","crit_word_ev_4","crit_word_ev_5","chall_word_us_ev_1","chall_word_us_ev_2","chall_word_us_ev_3","chall_word_us_ev_4","chall_word_us_ev_5","crit_word_us_ev_1","crit_word_us_ev_2","crit_word_us_ev_3","crit_word_us_ev_4","crit_word_us_ev_5","pre_ms","pre_ms_words_4","pre_ms_words_5","pre_ms_words_6","ms_words_ev_1","ms_words_ev_2","ms_words_ev_3","chall_gnat_feedback_1","chall_gnat_feedback_2","chall_gnat_feedback_3","chall_gnat_correct_1","chall_gnat_attention_1","crit_gnat_feedback_1","crit_gnat_feedback_2","crit_gnat_feedback_3","crit_gnat_correct_1","crit_gnat_attention_1","Q194","iq_1","iq_2","fms_1","fms_2","fms_3","fms_4","crms_1","crms_2","crms_3","crms_4","chms_1","chms_2","chms_3","chms_4","grit_1","grit_2","grit_3","grit_4","grit_5","grit_6","grit_7","grit_8","fsc_1","fsc_2","crsc_1","crsc_2","chsc","mcsd_1","mcsd_2","mcsd_3","mcsd_4","mcsd_5","mcsd_6","mcsd_7","mcsd_8","mcsd_9","mcsd_10","mcsd_11","mcsd_12","mcsd_13","intdel_1","intdel_2","intdel_3","intdel_4","intdel_5","intdel_6","intdel_7","intdel_8","intdel_9","intdel_10","intdel_11","intdel_12","intdel_13","intdel_14","intdel_15","intdel_16","intdel_17","intdel_18","rei_1","rei_2","rei_3","rei_4","rei_5","rei_6","rei_7","rei_8","rei_9","rei_10","rei_11","rei_12","iqms_avg","crms_avg","chms_avg","fms_avg","fsc_avg","crsc_avg","chall_ev_participant","crit_ev_participant","chall_ev_us","crit_ev_us","mcsd","grit_avg","pid_avg","pre_ms_ev","intdel_pid","intdel_rei","intuition_pid","deliberation_pid","intuition_rei","deliberation_rei","challenge_seeking","t1p1_correct","t1p2_correct","t1p3_correct","t1p4_correct","t1pp1_correct","t1pp2_correct","t1pp3_correct","t1tp1_correct","t1tp2_correct","t1tp3_correct","t1tp4_correct","t1tp5_correct","t1tp6_correct","t1tp7_correct","t1tp8_correct","set1_scoreraw","perc_correct","eiottime","perssec","eiottimetrans","perstrans","ewd","pers_wd","effort","persistence","resilience","perc_score"
"11","R_1BOP459pC5nI80D",-0.218445362483987,0.56855285613876,0.776898137295858,-0.415922155012117,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","Cél","Bátorság","Leküzdés","Erő","Izgatottság",5,5,5,5,5,"Irigység","Elfogadás","Erősít","Jó","Rossz",3,5,5,4,1,5,5,5,4,4,4,5,5,3,3,"Természetesen, lehet benne hiba, amit javítani kell, illetve számos dolgot észlelhetett, amit szeretne velem átbeszélni, hogy segíteni tudjon.","Pozitív","Nyitott","Izgatott",5,5,4,5,4,5,34,53,5,4,5,51,66,NA,6,5,4,5,2,6,5,6,4,6,6,4,5,6,2,2,4,2,4,2,4,4,5,5,5,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,3,2,2,5,3,3,3,2,5,2,5,5,3,3,5,2,1,3,5,2,3,4,2,2,2,2,2,2,4,5,5.5,5.25,5.25,4.25,5,3,5,3.6,4.6,4,0.384615384615385,3,3.16666666666667,4.66666666666667,3.16666666666667,2.91666666666667,3.625,3,3,2.83333333333333,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.5,0.333333333333333,27.302,13.934,5.22513157729066,3.73282734666365,5.22513157729066,3.73282734666365,0.108376734517952,0.0963770795301413,0.333333333333333,1.53808714738143
"12","R_1C773ge7OqFWrWP",0.0736592938500014,0.149956360077772,0.235875522238376,-0.268809397108194,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","izgalmas","új","lehetőség","ijesztő","veszélyes",3,4,4,2,2,"negatív","építő jellegű","író","mű","szempontok",1,4,3,3,3,4,3,3,2,3,3,3,3,3,2,"Mivel sokat dolgoztam rajta, feltételezem, hogy építő jellegű kritikát, vagy segítő észrevételt akar megosztani velem.","feszült","ideges","kíváncsi",2,2,3,4,4,4,90,85,1,3,4,80,80,"Fejben újra felelevenítettem az instrukciókat-",3,3,2,3,3,4,4,3,3,4,4,4,3,4,3,4,3,2,3,2,1,2,5,4,4,4,1,0,0,1,1,1,1,0,1,0,0,0,1,0,4,4,4,3,3,2,3,3,3,4,4,5,3,4,5,4,2,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3.5,3.75,3,4.5,4,3,2.8,3,2.8,0.461538461538462,2.5,3.5,2.33333333333333,3.5,3,3.75,3.33333333333333,3.16666666666667,2.83333333333333,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0.5,0.333333333333333,168.578,156.022,12.9837590858734,12.4908766705944,12.9837590858734,12.4908766705944,0.394449298319345,0.322499302133284,0.333333333333333,1.05028193378596
"13","R_1CDA2ruwEYyguXv",-0.258003772708674,-0.143087778019908,-0.105392290104626,0.205408123027564,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","verseny","próba","vizsga","bátor","ellenfél",3,3,2,4,2,"média","emberek","sztárok","tudomány","esszé",2,3,4,4,3,4,4,4,2,3,2,3,3,3,1,"Arra gondolok, hogy talált benne valamit, amit nem jól írtam vagy rosszul értelmeztem.","ideges","bizonytalan","maximalista",1,1,3,4,4,5,77,92,4,4,5,70,90,"Mantráztam a két kategóriát, hátha akkor könnyebben asszociálok.",5,5,3,4,5,4,4,4,4,5,5,6,5,5,3,3,3,2,2,3,3,2,4,3,4,4,0,0,0,0,1,0,1,0,1,1,0,0,0,1,5,5,5,5,5,3,4,3,4,4,3,3,2,2,4,3,5,5,5,5,5,5,4,5,4,3,4,5,4,5,5,4.25,5.25,4,3.5,4,2.8,3.2,3.4,2.4,0.384615384615385,2.625,3.88888888888889,1.66666666666667,3.88888888888889,4.5,3.25,4.66666666666667,4.83333333333333,4.16666666666667,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0.666666666666667,330.677,533.55,18.1845263892134,23.0987012621922,18.1845263892134,23.0987012621922,0.586209610894619,0.596380481025731,1,3.18259009192035
"14","R_1CHmqnicehTL0b3",0.326741952733435,0.24594512112348,-0.772794781887287,-0.358925108403124,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","kaland","érdekes","megoldás","csapatmunka","erőbedobás",4,4,5,4,5,"negativitás","veszekedés","megoldás","hibáztatás","cinizmus",1,2,4,1,1,2,4,3,3,2,1,3,4,4,2,"Feltehetőleg nagyrészt jó véleménye lesz róla hiszen sokat foglalkoztam vele, a legjobbra törekedtem. Viszont azért akarhat egyeztetni, mert esetleg valamit még jobban ki lehetne fejteni, esetleg kisebb hibákat vétettem aminek a javításával még jobb értékelést kaphat a munkám.","kiváncsiság","elgondolkodtatott a szituáció","enyhe düh, a csoportvezető kommunikációjának hiánya miatt",4,4,1,5,5,5,65,85,5,4,5,80,90,"Koncentráltam a fenti megadott szavakra",4,5,3,5,3,3,3,4,4,3,5,5,3,5,3,2,4,2,2,2,2,2,1,4,3,5,0,0,0,0,1,0,1,1,1,1,1,0,1,1,3,3,5,4,4,5,4,4,5,5,5,5,5,5,5,3,4,3,4,4,4,5,3,4,5,5,5,5,5,5,4.5,3.5,4.5,3.5,2.5,4,4.4,1.8,2.8,2.8,0.615384615384615,2.375,4.27777777777778,3,4.27777777777778,4.5,4.625,4,4,5,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0.666666666666667,212.364,388.919,14.5727142289966,19.7210293848977,14.5727142289966,19.7210293848977,0.453036525384419,0.50917308542098,1,2.9622096108054
"15","R_1cY9QAYUBdA4G8p",-0.600172082330594,0.25381572553298,1.28343237183108,0.0876643040577525,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","egyetem","önfegyelem","motiváció","akarat","akadály",2,4,5,5,2,"egyetem","önbecsülés","bizonytalanság","magabiztosság","megítélés",2,2,2,4,2,4,2,4,4,4,2,4,3,4,1,"Valószínűleg úgy gondolja nem sikerült túl jól.","félelem","izgalom","bizonytalanság",1,3,2,4,3,5,50,80,5,3,5,40,70,"Nem.",6,6,3,3,4,4,4,4,3,3,4,4,4,4,3,4,3,3,3,4,3,2,4,3,3,3,1,0,0,1,0,0,1,0,1,1,0,1,1,0,2,2,3,3,3,2,3,3,3,4,3,4,2,3,4,3,4,4,3,4,4,5,3,5,3,3,4,5,3,3,6,3.5,4,3.5,3.5,3,3.6,2.4,3.6,2.8,0.461538461538462,3.125,3.05555555555556,2,3.05555555555556,3.75,3.25,2.5,4,3.5,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0.4,223.853,251.116,14.9617178158125,15.8466400224148,14.9617178158125,15.8466400224148,0.467379687662186,0.409141046153884,0,1.87652073381607
"16","R_1cYSXAAJWWG2RF4",-0.818374425748119,0.480268634491734,-0.940095381710834,0.414917858372966,"kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","erő","feladat","játék","valóvilág","győztes",5,3,4,1,5,"vélemény","megosztó","vita","névtelen","online",5,3,4,3,3,4,4,4,3,4,4,3,3,3,2,"Meg akarja beszélni az esetleges változtatásokat.","nyugodtság","elégedettség","boldogság",5,5,5,5,4,5,71,91,5,4,5,59,60,"nem",4,3,5,5,4,5,5,6,5,5,4,4,4,4,3,3,3,1,3,4,3,4,4,2,3,5,0,0,1,1,1,0,1,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,5,4,4,3,5,4,4,3.5,5.25,4,4.75,3,4,3.6,3.6,3.8,3,0.384615384615385,3,3.88888888888889,5,3.88888888888889,4.08333333333333,4,4,4.16666666666667,4,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0.75,0.333333333333333,196.584,123.134,14.0208416295171,11.0965760484935,14.0208416295171,11.0965760484935,0.432688131386873,0.286500149355631,0,0.719188280742505
"17","R_1DAOQ9ZylC4iIsj",0.111828536683734,-0.176276840524212,-0.317760943685663,-0.365396763644338,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","erőpróba","ismeretlen","izgatottság","várakozás","eremény",4,4,5,2,5,"építő","kevés","nem elég jó","kétségbeesés","kudarc",5,3,2,2,1,5,4,5,2,4,4,3,4,3,2,"Szerintem építő kritikával próbálna segíteni, hogy még jobb legyen a dolgozatom.","félelem","izgatottság","remény",2,4,4,4,4,5,37,73,4,4,5,25,55,"jó-rossz
érzelmeket kifejező-semleges",6,4,4,6,5,5,6,4,5,5,4,5,4,5,2,2,3,2,2,3,2,3,4,5,3,5,0,0,0,1,1,0,0,1,1,1,0,1,1,1,5,4,3,3,5,2,5,2,5,5,4,5,3,4,5,3,5,5,5,3,3,5,3,5,4,4,5,5,5,5,5,5,4.5,5,4.5,4,4,2.6,4,3.2,0.615384615384615,2.375,4.05555555555556,3.33333333333333,4.05555555555556,4.33333333333333,4.25,3.66666666666667,4,4.66666666666667,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0.8,2052.969,329.602,45.309700948031,18.1549442301539,29.407012925633,18.1549442301539,1,0.468738664138512,1,3.46873866413851
"18","R_1daSSCl3EZ9kvU4",0.468012081632283,-0.0340904967617277,-0.216865388929683,-0.235705315874526,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","versenyzés","megmérettetés","nehézség","lehetőség","erő",4,4,1,5,4,"visszajelzés","elemzés","vélemény","visszakapcsolás","bíráskodás",5,5,4,4,1,2,2,4,2,4,2,5,4,2,1,"Mivel nem szokott írásban gyakran kommunikálni így úgy gondolom, hogy majd szóban fejti ki bővebben amit gondol. Nyilván izgulok, de próbálok pozitív lenni, hogy többségében pozitív véleménye lesz a munkámról.","izgalom","várakozás","reménykedés",5,3,5,2,4,5,70,95,2,3,5,80,95,"Próbáltam a színekre figyelni és hangosan kimondani a szavakat.",6,6,3,2,3,3,3,2,3,3,3,3,4,3,2,4,4,3,2,3,3,3,4,3,3,3,0,0,0,0,1,0,1,1,1,1,0,1,1,1,4,4,3,4,1,2,1,1,4,3,3,4,2,5,3,4,3,4,4,4,4,4,3,4,1,1,3,4,2,1,6,2.75,3.25,2.75,3.5,3,3.6,3.8,2.8,2.8,0.615384615384615,3,3.05555555555556,4.33333333333333,3.05555555555556,2.91666666666667,3.5,3,3.83333333333333,2,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0.533333333333333,613.587,193.237,24.7706883230967,13.9009711890932,24.7706883230967,13.9009711890932,0.829051560447279,0.358906234180607,1,2.18795779462789
"19","R_1dHck8A7d99qFGw",0.123643386837248,-0.0077826501828735,-0.583293910112498,-0.619121650118247,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","hegy","követelmény","emlék","ivás","irtás",4,2,4,4,1,"optimum","szemüveg","krimi","érzékeny","patika",5,3,2,5,2,5,4,4,1,4,2,5,3,2,1,"Negatív visszajelzést fog adni.javítani valókat fog felsorolni.","ideges","feszült","frusztrált",1,1,1,3,5,5,65,92,5,5,5,56,74,"nem hiszem",6,5,3,2,6,5,4,2,4,5,4,4,4,6,3,2,3,2,3,2,2,2,4,5,5,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4,4,4,3,4,4,5,3,2,5,4,5,2,5,4,5,5,4,2,3,4,4,3,2,5,5,5,5,5,5,5.5,3.75,4.5,4,4.5,4,3,3.4,3.6,2.6,0.230769230769231,2.375,4,1,4,4,4,3.83333333333333,3,5,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0.75,0.733333333333333,189.34,294.165,13.760087209026,17.1512390222981,13.760087209026,17.1512390222981,0.423073713693805,0.442824211725168,0.666666666666667,2.53256459208564
"20","R_1DHgpz4vOu5u5lX",-0.310721555655045,-0.11378661186209,-0.89589204922337,0.302990563566028,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","céltudatosság","magabiztosság","lehetőség","fejlődés","bukás",5,5,5,5,3,"épít","fejleszt","bánt","tanít","nevel",5,5,2,4,4,4,4,3,4,5,3,5,4,4,3,"Azt gondolom, hogy visszajelez magáról a prezentációról, és építő jelleggel maximális segítséggel és őszinteséggel elmondja, mi jó benne, mi kevésbé jó és javítani kell, és mi az, ami esetlegesen abszolút nem illik bele az adott helyzetbe.","Kiváncsisággal tölt el","Bizakodom","Hálás vagyok a segítségért",5,5,5,4,3,5,70,91,3,4,4,50,60,NA,5,6,2,6,5,6,6,6,4,6,5,6,5,6,3,1,3,1,2,2,1,1,5,5,4,5,1,0,1,1,1,0,1,1,1,1,0,0,0,0,5,4,5,4,4,5,5,5,3,5,4,5,1,5,5,4,3,4,3,2,2,3,2,5,5,5,5,5,5,5,5.5,5.5,5.5,4.75,5,4.5,4.6,4,4,3.8,0.538461538461538,1.75,4.22222222222222,5,4.22222222222222,3.91666666666667,3.75,4.5,2.83333333333333,5,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0.666666666666667,217.237,315.776,14.7389619715908,17.7700872254471,14.7389619715908,17.7700872254471,0.459166336088375,0.458802122556027,1,2.9179684586444
"21","R_1dhPzqQv6wigiSe",0.00682750370074547,0.508290317838979,-0.048500939889121,0.159944472568961,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","akadály","nehézségek","küzdelem","cél","elérés",2,2,1,4,5,"építő","hasznos","fájdalmas","mindennapi","elengedhetetlen",4,4,1,3,3,3,2,3,3,3,2,3,4,3,2,"Valószínű pozitív visszajelzése lesz, hisz ha negatív lenne, egyszerűen le lehetne írni a hibákat emailben, esetleg elgondolkodtató volt a szakdolgozat és kíváncsi a gondolatmenetre mögötte, ezért szeretne személyesen konzultálni.","félelem","kíváncsiság","elveszettség",1,3,1,2,4,4,55,73,2,3,4,60,80,"Minden szót felolvastam magamban és igen vagy nem szóval jellemeztem az apalján, hogy beletartozik e a kategóriákba vagy nem",3,3,2,2,4,3,4,3,3,3,4,4,3,4,3,3,3,3,3,3,4,3,4,2,4,3,0,0,0,1,1,0,0,0,1,0,0,1,0,0,4,3,4,4,3,2,1,3,4,5,5,5,3,5,4,4,3,3,4,3,2,4,3,4,4,3,3,4,4,3,3,3.25,3.75,2.75,3,3.5,2.8,3,2.8,2.8,0.307692307692308,3.125,3.61111111111111,1.66666666666667,3.61111111111111,3.41666666666667,4.125,3.33333333333333,3.33333333333333,3.5,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0.6,226.288,253.28,15.042872066198,15.9147730112622,15.042872066198,15.9147730112622,0.470371970053046,0.41090015737842,0,1.88127212743147
"22","R_1DIiT0Sw2sbMvNJ",-0.0624571777450487,-0.0419200700301481,0.885742212160578,0.571963794548002,NA,"challenge","hegyek","egyetem","magánélet","önmagam",3,5,2,2,2,"én","pozitív","negatív","bánt","idegesít",3,3,3,2,2,4,4,4,2,4,3,4,3,3,2,"Feltételezem, hogy pozitív és negatív kritikát is kapok, de szigorúan építő célzattal. Felhívja a figyelmem a dolgokra, én pedig örülni fogok a segítségének.","megkönnyebbülés","törődnek a munkámmal","kihívás folytatódik",5,4,2,4,4,5,51,92,3,4,5,60,92,"Igyekeztem gyorsabban olvasni, de néha félreütöttem a space-t... A színekkel való megkülönböztetés viszont segítségnek bizonyult.",4,4,3,4,4,4,3,4,4,4,4,4,4,5,4,2,3,2,3,3,3,3,4,4,4,4,0,0,1,1,0,0,0,1,1,0,0,0,0,0,4,3,3,3,3,3,2,3,3,4,2,5,2,4,4,2,2,4,2,2,2,3,3,4,2,2,2,4,4,4,4,3.75,4.25,3.75,4,4,2.8,2.6,3.6,3,0.307692307692308,2.875,3.11111111111111,3.66666666666667,3.11111111111111,2.83333333333333,3,3.16666666666667,2.66666666666667,3,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0.75,0.466666666666667,330.407,118.031,18.177100978979,10.864207288155,18.177100978979,10.864207288155,0.585935824565698,0.280500669493407,0.666666666666667,2.53310316072577
"23","R_1dMuXQAVtqXD6vg",0.280394871746571,0.0933840817959402,0.306969824309662,0.190337431020723,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","tiktok","élet","challenge","elfogadva","lehetetlen",1,4,3,4,2,"építő","zsűri","érdemjegy","félelem","fejlődés",5,3,2,1,5,4,2,4,3,4,2,5,4,5,1,"Attól félek, hogy valamit nagyon elronthattam. Egy dicséretre nem szánna külön időt, ha annyira elfoglalt.","pánik","kétségbeesés","félelem",1,1,1,4,5,5,81,83,3,4,5,81,85,"inkább a melléknevek ""megértésére"" koncentráltam, hogy pozitív-e vagy negatív. A főnév mindig a kihívás volt, soha nem az iskola, tehát abba jobban belejöttem.",3,2,2,4,4,5,4,4,3,4,4,5,5,4,3,3,4,1,4,2,3,1,4,4,3,4,1,0,0,0,1,0,1,1,1,1,0,0,0,0,4,4,4,5,5,5,5,4,2,5,3,4,2,4,2,1,3,1,2,2,2,4,2,3,4,4,4,4,4,4,2.5,3.75,4.5,3.75,4,3.5,2.8,3.2,3.4,3.4,0.384615384615385,2.625,3.5,1,3.5,3.25,2.625,4.5,2.5,4,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0.866666666666667,311.544,427.947,17.6506090546474,20.6868799000719,17.6506090546474,20.6868799000719,0.566523255210143,0.53411017553268,1,3.10063343074282
"24","R_1Dnwx4e7RWJaP0F",0.601545006845119,0.108729826330393,-0.558347242655232,-0.0496037696837686,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","nehézség","kaland","akadály","bátorság","feladat",2,4,2,5,3,"bírálás","szakvélemény","cikk","kritikus","megítélés",2,3,3,3,2,4,4,4,3,4,2,4,4,3,2,"Valószínűleg javaslatot tesz változtatásra, esetleges hibák kijavítására.","izgalom","lelkesedés","ijedtség",4,4,2,4,4,5,70,86,3,4,5,65,81,NA,4,4,3,4,5,4,4,5,5,5,4,4,5,5,2,3,2,1,2,1,2,2,3,5,4,4,0,0,0,1,1,0,1,1,1,1,1,0,1,0,4,4,4,4,4,4,4,3,3,4,4,4,2,5,4,3,4,3,4,2,2,2,2,4,5,4,4,4,4,3,4,4.75,4.5,4,4,4,3.2,2.6,3.8,3,0.615384615384615,1.875,3.72222222222222,3.33333333333333,3.72222222222222,3.33333333333333,3.625,4,2.66666666666667,4,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0.666666666666667,160.355,192.026,12.6631354727019,13.8573446229788,12.6631354727019,13.8573446229788,0.382627411144869,0.357779849099928,1,2.7404072602448
"25","R_1dNxne2qgnLiKTB",-0.368611927900933,0.438743693579475,0.288188307425826,0.346990096181728,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","harc","fejlődés","gondolkodás","megmérkőzés","vállalás",3,5,5,4,5,"vélemény","pozitív","negatív","építő","fejlődés",4,5,1,5,5,4,3,3,4,4,4,5,5,3,2,"Nyilván azért van a témavezető, hogy segítsen a munkánkban. Ha rossz visszajelzése lesz azt igazából építő kritikaként lehetne felfogni mert ő tudja mi az elvárás, ezért őszinte kell hogy legyen a diákkal ha tényleg segíteni akar. A diák pedig ezt meghallgatva, megértve követnie kell ha jó eredményt szeretne. Ha nincs vele hiba akkor is tanácsot és ötletet adhat arról hogy hogyan tovább.","pozitív","kiváncsi","érdeklődő",5,4,4,4,4,5,40,60,4,4,5,50,85,"Próbáltam a szavakra koncentrálni, de néha összekevertem a kategóriákat és a szemem is kezdett érzékeny lenni.",4,4,1,4,4,4,5,4,4,5,4,5,4,5,4,3,2,1,4,4,3,1,4,4,3,4,1,0,0,0,1,0,1,1,1,1,0,0,0,0,5,5,5,5,5,4,3,4,4,5,5,4,4,4,3,3,5,3,4,4,3,4,4,5,4,3,3,4,4,3,4,4.5,4.5,3.25,4,3.5,4.4,4,3.6,3.8,0.384615384615385,2.75,4.22222222222222,4.33333333333333,4.22222222222222,3.75,4,4.83333333333333,4,3.5,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0.333333333333333,176.898,43.616,13.3003007484793,6.60424106162093,13.3003007484793,6.60424106162093,0.406120677680123,0.170513502747712,0,1.57663418042783
"26","R_1dovaQqx0bDb48g",-0.167513778246325,0.269069643549511,0.851036379852576,-0.323011301754258,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","munka","díj","kíváncsiság","nehéz","megbecsülés",5,5,5,4,5,"eredmény","változtatás","megbántás","őszinteség","szemlélet",4,4,2,4,5,5,4,2,1,2,2,4,2,4,1,"Mivel személyesen akar konzultálni feltételezhető, hogy komoly dologról van szó. Vagy kiemelkedően jó vagy kiemelkedően rossz. Mivel nem írta konkrétabban én inkább negatív dologra gondolnék.","bosszússág","félelem","aggodalom",1,1,2,5,5,5,50,80,5,5,5,59,83,"Igyekeztem figyelni a színeket",5,4,1,4,6,3,4,5,6,6,5,6,4,6,3,2,2,2,2,4,4,3,4,5,4,5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,5,5,5,5,5,2,5,2,4,4,4,2,4,2,4,3,4,5,4,5,4,4,5,5,5,4,5,5,5,5,4.5,5.25,5.25,3.5,4.5,4.5,4.8,3.8,2.8,2.6,0.230769230769231,2.75,3.88888888888889,1.33333333333333,3.88888888888889,4.66666666666667,3.375,4.5,4.5,4.83333333333333,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0.666666666666667,383.031,773.571,19.5711777877572,27.8131443745579,19.5711777877572,27.8131443745579,0.637337586846729,0.718101690335585,1,3.35543927718231
"27","R_1DqYg4N3pw3c95w",0.668175054092029,-0.427047587695052,0.161604739578326,0.211011091697535,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","rajta","meccs","előre","győzelem","fejlődés",4,3,4,5,5,"fejlődés","más","kellemetlen","látásmód","új",5,4,2,4,4,4,4,3,2,3,2,5,3,1,2,"Megosztja majd velem a gondolatait a dolgozattal kapcsolatban. Felhívja a figyelmem arra, amivel még tudnám kiegészíteni, vagy javítani a dolgozat minőségén.","izgatottság","öröm","várakozás",5,5,4,3,2,2,36,39,2,1,3,71,76,"A szineket figyeltem, hogy gyorsabban szétválaszthassam a kategóriákat.",3,3,3,4,5,4,5,4,4,5,5,4,4,5,3,1,3,3,2,4,2,3,4,4,4,4,0,0,0,0,1,0,0,1,0,1,0,1,0,0,3,4,4,5,3,4,4,4,4,3,4,4,2,2,4,5,4,4,4,4,4,4,4,4,5,4,5,5,4,4,3,4.5,4.5,4,4,4,4.2,3.8,3.2,2.6,0.307692307692308,2.625,3.72222222222222,4.66666666666667,3.72222222222222,4.25,3.625,3.83333333333333,4,4.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,267.25,336.266,16.3477827242718,18.337557089209,16.3477827242718,18.337557089209,0.518486038820233,0.473453506912075,1,2.99193954573231
"28","R_1ducvdWxfseehjt",0.735905392716546,-0.265659517782493,0.10481297012114,0.0907460856052502,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét","félelem","öröm","adrenalin","fejlődés","izgalom",1,5,3,4,3,"építő","megjegyzés","fejlődés","tanulás","negatív",4,2,5,5,1,4,5,4,2,3,3,4,3,4,3,"Részletekben szeretné átbeszélni, hogy mit javítsak és min változtassak, és valószínűleg sok javítást akar, mert, ha egy e-mail nem volt elég, akkor valamit el szeretne magyarázni.","Izgalom","öröm","kíváncsiság",4,5,4,NA,NA,NA,60,40,4,4,5,20,60,"Nem, próbáltam figyelni, hogy a színek ne tévesszenek meg.",5,5,2,2,5,5,4,4,3,4,4,4,5,5,4,2,3,4,2,4,4,5,4,4,3,4,0,0,0,1,1,0,1,1,1,1,0,1,1,0,4,3,4,4,3,2,2,3,5,4,5,5,3,5,4,4,4,4,4,4,4,3,3,4,2,2,3,4,3,2,5,3.75,4.5,3.5,4,3.5,3.2,3.4,3.6,3.4,0.615384615384615,3.5,3.77777777777778,4.33333333333333,3.77777777777778,3.16666666666667,4.375,3.33333333333333,3.66666666666667,2.66666666666667,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0.4,267.336,0,16.3504128388246,0,16.3504128388246,0,0.518583015200704,0,0,0.518583015200704
