"","id","challenge_1","challenge_2","challenge_3","challenge_4","challenge_5","att_challenge_1","att_challenge_2","att_challenge_3","att_challenge_4","att_challenge_5","criticism_1","criticism_2","criticism_3","criticism_4","criticism_5","att_criticism_1","att_criticism_2","att_criticism_3","att_criticism_4","att_criticism_5","failure_sc_1","failure_sc_2","criticism_sc_1","criticism_sc_2","challenge_sc","iq_ms_1","iq_ms_2","failure_ms_1","failure_ms_2","failure_ms_3","failure_ms_4","criticism_ms_1","criticism_ms_2","criticism_ms_3","criticism_ms_4","challenge_ms_1","challenge_ms_2","challenge_ms_3","challenge_ms_4","ego_res_1","ego_res_2","ego_res_3","ego_res_4","ego_res_5","ego_res_6","ego_res_7","ego_res_8","ego_res_9","ego_res_10","ego_res_11"
"83","R_SOW7PZJXCrfsjCN","próba","tanulás","nehézség","erő","iskola","semleges","inkább pozitív","inkább negatív","inkább pozitív","semleges","tanár","dolgozat","hiba","tanulmány","próbálkozás","inkább pozitív","semleges","negatív","pozitív","inkább pozitív","Nagyon valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Egyetértek","Inkább egyetértek","Egyetértek","Egyetértek","Egyetértek","Inkább egyetértek","Egyetértek","Egyetértek","Egyetértek"
"84","R_3G1lwe3ideVgUCY","Győzelem","Harc","Kudarc","Teljesítmény","Élmény","pozitív","inkább pozitív","inkább negatív","inkább pozitív","pozitív","Vélemény","Folyamat","Harag","Sértődöttség","Ventillálás","semleges","inkább pozitív","inkább negatív","inkább negatív","inkább pozitív","Egyáltalán nem valószínű, hogy így gondolnám.","Talán így gondolnám.","Talán így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Inkább egyetértek","Egyáltalán nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább egyetértek","Egyetértek","Inkább egyetértek","Egyetértek","Inkább egyetértek","Egyetértek","Egyetértek","Egyetértek"
"85","R_2dEWy1zU4Ux6DiF","Feladat","Nehézség","Csapatmunka","Megoldás","Próba","inkább pozitív","semleges","pozitív","pozitív","semleges","Vélemény","Szemszög","Értékelés","Negatív","Építő","semleges","inkább pozitív","inkább pozitív","negatív","pozitív","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Teljes mértékben így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Egyáltalán nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet"
"86","R_UKh5b1Qk1e2QsRr","Próba","Siker","Kudarc","Feladat","Ismeretlen","semleges","pozitív","negatív","semleges","semleges","Önbizalom","Sértés","Segítség","Jószándék","Teljesítmény","semleges","negatív","inkább pozitív","pozitív","semleges","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Teljes mértékben egyetértek","Egyetértek","Egyáltalán nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Egyáltalán nem értek egyet","Egyetértek","Egyetértek","Nem értek egyet","Inkább egyetértek","Egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Egyáltalán nem értek egyet","Egyetértek","Nem értek egyet","Teljes mértékben egyetértek","Egyetértek","Egyetértek","Nem értek egyet","Teljes mértékben egyetértek","Inkább egyetértek","Egyetértek","Inkább nem értek egyet"
"87","R_wRUoBTUZ701OmpX","Iskola","Egyetem","Élet","Munka","Győzelem","inkább pozitív","pozitív","pozitív","semleges","pozitív","Tanár","Pozitív","Negatív","Szomorúság","Iskola","inkább pozitív","pozitív","negatív","negatív","inkább negatív","Nagyon valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Teljes mértékben egyetértek","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Teljes mértékben egyetértek","Egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Egyetértek","Teljes mértékben egyetértek","Egyetértek"
"88","R_2OTiFi5Mdve6Cy4","Feladat","Siker","Kudarc","Energia","Áldozatvállalás","semleges","pozitív","negatív","semleges","inkább negatív","Építő","Tanács","Hiba","Megfontolás","Következtetés","pozitív","pozitív","negatív","pozitív","semleges","Teljes mértékben így gondolnám.","Talán így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Nem értek egyet","Nem értek egyet","Egyáltalán nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Teljes mértékben egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Egyetértek","Teljes mértékben egyetértek","Egyetértek","Egyetértek"
"89","R_vOlwUbeJ932vNcJ","Vizsga","Tanulás","Élet","Teljesítmény","Nehéz","negatív","inkább pozitív","semleges","pozitív","inkább negatív","Negatív","Építő","Támogató","Cáfol","Sikertelen","negatív","inkább pozitív","pozitív","inkább negatív","negatív","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Egyetértek","Egyetértek","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Teljes mértékben egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Inkább nem értek egyet","Inkább egyetértek","Teljes mértékben egyetértek"
"90","R_3NPop2VFvVkCbun","Kaland","Próbatétel","Veszély","Bizonytalanság","Újdonság","pozitív","inkább negatív","negatív","negatív","inkább pozitív","Értékelés","Nézet","Gondolkodás","Segítség","Előrehaladás","semleges","semleges","inkább pozitív","pozitív","pozitív","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyetértek","Inkább nem értek egyet","Nem értek egyet","Egyetértek","Nem értek egyet","Inkább egyetértek","Egyetértek","Teljes mértékben egyetértek","Inkább egyetértek","Inkább nem értek egyet","Teljes mértékben egyetértek","Inkább egyetértek","Egyetértek","Inkább nem értek egyet"
"91","R_0JwqTzMBBIec3n3","egyetem","nyelvek","sport","párkapcsolat","munka","inkább negatív","negatív","pozitív","semleges","negatív","film","színház","művészetek","gondolkodás","kritikus","semleges","semleges","semleges","negatív","negatív","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Egyáltalán nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Egyáltalán nem értek egyet","Nem értek egyet","Inkább egyetértek"
"92","R_3QYRFas8zkTVlT8","tanulás","energia","küzdelem","célok","verseny","semleges","pozitív","semleges","inkább pozitív","semleges","tanárok","építő","jóindulatú","rosszindulatú","beszélgetés","semleges","pozitív","pozitív","negatív","inkább pozitív","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyetértek","Inkább egyetértek","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyetértek","Egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Egyetértek","Egyetértek","Teljes mértékben egyetértek"
"93","R_3NCYafyVFAcR7rk","nehéz","feladat","izgalmas","élet","nehézség","negatív","semleges","pozitív","semleges","negatív","rossz","jó","kedves","tanító","rendes","negatív","pozitív","inkább pozitív","semleges","pozitív","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Talán így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Inkább nem értek egyet","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Inkább egyetértek","Inkább egyetértek","Egyetértek","Teljes mértékben egyetértek","Egyetértek","Egyetértek"
"94","R_2CpHJ4lPX43Sr76","Nehéz","Próbatétel","Feladat","Motiváció","Egészség","negatív","semleges","semleges","pozitív","pozitív","Negatív","Pozitív","Épít","Vélemény","Film","negatív","pozitív","pozitív","semleges","semleges","Teljes mértékben így gondolnám.","Talán így gondolnám.","Teljes mértékben így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Egyetértek","Teljes mértékben egyetértek","Inkább egyetértek","Egyáltalán nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Egyáltalán nem értek egyet","Egyetértek","Inkább egyetértek","Teljes mértékben egyetértek","Inkább egyetértek","Teljes mértékben egyetértek","Inkább egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Egyetértek","Egyetértek"
"95","R_1f8lIKWX687Ov1t","tanulmányok","előrehaladás","kudarc","félelem","flow","inkább negatív","semleges","negatív","inkább negatív","pozitív","sértettség","őszinteség","harag","felesleges","depresszió","inkább negatív","pozitív","semleges","inkább negatív","negatív","Teljes mértékben így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Inkább egyetértek","Egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Egyetértek","Inkább nem értek egyet","Egyetértek","Inkább egyetértek","Inkább nem értek egyet","Egyetértek","Egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek"
"96","R_2tkSGoiXNe8CDUX","verseny","küzdelem","győzelem","dicsőség","akarat","inkább pozitív","inkább pozitív","pozitív","pozitív","pozitív","építő","negatív","film","gondolkodás","ítélet","pozitív","negatív","semleges","pozitív","negatív","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Inkább egyetértek","Teljes mértékben egyetértek","Egyetértek","Inkább nem értek egyet","Egyetértek","Egyetértek","Egyetértek","Egyetértek"
"97","R_2feNA8uhjkgeRZU","megmérettet","elgondolkodtat","épít","kudarc","siker","pozitív","pozitív","pozitív","semleges","pozitív","negatív","épít","rosszindulat","jóindulat","vitás helyzet","negatív","pozitív","negatív","pozitív","inkább pozitív","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Talán így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Teljes mértékben egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Teljes mértékben egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Inkább egyetértek","Inkább nem értek egyet","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Egyetértek"
"98","R_1eKIJeiBXD3LcX4","behívás","küzdelem","kitartás","perfekcionizmus","teljesítés","semleges","inkább pozitív","pozitív","inkább negatív","pozitív","kellemetlen","építő","bíztató","lehúzó","motiváló","negatív","pozitív","inkább pozitív","inkább negatív","inkább pozitív","Talán így gondolnám.","Teljes mértékben így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Inkább egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Teljes mértékben egyetértek","Egyáltalán nem értek egyet","Teljes mértékben egyetértek","Inkább egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Egyetértek","Teljes mértékben egyetértek","Egyetértek"
"99","R_D1bmOKo0q5qbtIt","felkészülés","gyakorlás","motiváció","munka","siker","inkább pozitív","inkább pozitív","pozitív","semleges","pozitív","fejlődés","hibák","továbblépés","elfogadás","siker","pozitív","inkább negatív","inkább pozitív","inkább pozitív","pozitív","Egyáltalán nem valószínű, hogy így gondolnám.","Talán így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Egyáltalán nem értek egyet","Nem értek egyet","Egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Egyetértek","Inkább egyetértek","Egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Egyetértek","Nem értek egyet"
"100","R_3O2nqfnoNiG9Oqp","nehéz","győzni","cél","munka","öröm","inkább negatív","pozitív","semleges","semleges","pozitív","ítélet","vélemény","reflexió","negatív","pozitív","inkább negatív","semleges","semleges","negatív","pozitív","Talán így gondolnám.","Talán így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Nem értek egyet","Nem értek egyet","Nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Egyetértek","Inkább egyetértek","Egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet"
"101","R_2BsbeI46gO0RyD8","Munka","Kudarc","Elfogadva","Segítség","Siker","semleges","negatív","semleges","semleges","pozitív","Építő","Előremutató","Bántó","Sértő","Elnyomó","pozitív","pozitív","negatív","negatív","negatív","Nagyon valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyetértek","Teljes mértékben egyetértek","Egyetértek","Egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Egyetértek","Egyetértek","Egyetértek","Inkább egyetértek","Inkább egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Inkább nem értek egyet","Teljes mértékben egyetértek"
"102","R_1QzMUnXcgGN4XJA","erőpróba","megmérettetés","párbaj","gondolkodás","siker","inkább pozitív","inkább negatív","negatív","pozitív","pozitív","vélemény","bírálat","segítség","szembenállás","válasz","semleges","inkább negatív","pozitív","negatív","pozitív","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Teljes mértékben egyetértek","Egyetértek","Nem értek egyet","Egyáltalán nem értek egyet","Egyetértek","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Teljes mértékben egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Egyetértek","Egyetértek","Egyetértek"
"103","R_6nwEOsdc10vdlKx","Megfelelni","Teljesíteni","Szorgalom","Szocializáció","Pihenés","semleges","inkább negatív","semleges","inkább pozitív","semleges","Tanárok","Diáktársak","Önmagam","Emberek","Média","inkább pozitív","semleges","inkább pozitív","inkább negatív","semleges","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Egyetértek","Inkább nem értek egyet","Nem értek egyet","Egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek"
"104","R_TvVFnyMvj8nCZNf","Nehezebb","Munka","Tanulás","Tudás","Izgulás","inkább pozitív","pozitív","pozitív","pozitív","inkább negatív","Mérges","Szomorú","Hasznos","Tudás","Hiba","negatív","negatív","pozitív","pozitív","inkább negatív","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Teljes mértékben így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Egyáltalán nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Egyáltalán nem értek egyet","Nem értek egyet","Egyetértek","Inkább egyetértek","Inkább egyetértek","Teljes mértékben egyetértek","Egyetértek","Nem értek egyet","Inkább egyetértek","Teljes mértékben egyetértek","Inkább nem értek egyet","Egyetértek","Teljes mértékben egyetértek"
"105","R_1IatbnBZDnuYLcT","szeretem","izgalmas","nehéz","fejlődés","tanulás","pozitív","inkább pozitív","semleges","inkább pozitív","semleges","kéretlen","pozitív","negatív","okosabb","okoskodó","negatív","pozitív","negatív","pozitív","inkább negatív","Kevésbé valószínű, hogy így gondolnám.","Talán így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Egyáltalán nem értek egyet","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Inkább egyetértek","Egyetértek"
"106","R_1jUugSTM9y49yVL","Küzdelem","Kitartás","Erő","Akarat","Motiváció","inkább pozitív","pozitív","pozitív","pozitív","pozitív","Gondolkodás","Realitás","Mérlegelés","Fontos","Tüzetesség","pozitív","pozitív","pozitív","pozitív","inkább pozitív","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Nem értek egyet","Nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Teljes mértékben egyetértek","Inkább egyetértek","Inkább egyetértek","Egyetértek","Inkább egyetértek","Inkább egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyetértek"
"107","R_3G6RRAkIxAcBvOp","küzdelem","életerő","cél","feladatok","akarat","inkább pozitív","pozitív","pozitív","semleges","pozitív","vélemény","előrejutás","fejlődés","változás","nehéz","semleges","pozitív","pozitív","semleges","inkább negatív","Kevésbé valószínű, hogy így gondolnám.","Talán így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Egyáltalán nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Inkább nem értek egyet","Nem értek egyet","Teljes mértékben egyetértek","Egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Egyetértek","Egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Egyetértek","Egyetértek"
"108","R_3h3IxeeQQWbJMvP","erő","kitartás","akarat","felelősség","kockázat","pozitív","inkább pozitív","inkább pozitív","inkább negatív","negatív","gyengeség","fejlődés","motiváció","vita","kihívás","negatív","inkább pozitív","pozitív","inkább negatív","pozitív","Egyáltalán nem valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Egyáltalán nem értek egyet","Nem értek egyet","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Egyetértek","Nem értek egyet","Inkább egyetértek","Egyetértek","Teljes mértékben egyetértek","Nem értek egyet","Egyáltalán nem értek egyet","Egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Egyetértek","Egyetértek","Inkább nem értek egyet","Egyáltalán nem értek egyet","Egyetértek","Egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek"
"109","R_11XBZ8DSxPv5p0u","próbatétel","megfelelés","erő","probléma","megoldás","inkább pozitív","pozitív","pozitív","semleges","pozitív","pozitív","építő","negatív","fejlődés","szemlélet","pozitív","pozitív","semleges","pozitív","pozitív","Egyáltalán nem valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Egyetértek","Egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Inkább egyetértek","Inkább egyetértek","Teljes mértékben egyetértek"
