"","ResponseId","t1p1","Q76_First Click","Q76_Last Click","Q76_Page Submit","Q76_Click Count","t1p2","Q77_First Click","Q77_Last Click","Q77_Page Submit","Q77_Click Count","t1p3","Q78_First Click","Q78_Last Click","Q78_Page Submit","Q78_Click Count","t1p4","Q79_First Click","Q79_Last Click","Q79_Page Submit","Q79_Click Count","t1difchc","Q64_First Click","Q64_Last Click","Q64_Page Submit","Q64_Click Count","t1pp1","t1pp1t1_First Click","t1pp1t1_Last Click","t1pp1t1_Page Submit","t1pp1t1_Click Count","t1pp1w","t1pp1r","t1pp1t2_First Click","t1pp1t2_Last Click","t1pp1t2_Page Submit","t1pp1t2_Click Count","t1pp2","t1pp2t1_First Click","t1pp2t1_Last Click","t1pp2t1_Page Submit","t1pp2t1_Click Count","t1pp2w","t1pp2r","t1pp2t2_First Click","t1pp2t2_Last Click","t1pp2t2_Page Submit","t1pp2t2_Click Count","t1pp3","t1pp3t1_First Click","t1pp3t1_Last Click","t1pp3t1_Page Submit","t1pp3t1_Click Count","t1pp3w","t1pp3r","t1pp3t2_First Click","t1pp3t2_Last Click","t1pp3t2_Page Submit","t1pp3t2_Click Count","t1tp1","t1tp1time_First Click","t1tp1time_Last Click","t1tp1time_Page Submit","t1tp1time_Click Count","t1tp1choice","t1tp2","t1tp2time_First Click","t1tp2time_Last Click","t1tp2time_Page Submit","t1tp2time_Click Count","t1tp2choice","t1tp3","t1tp3time_First Click","t1tp3time_Last Click","t1tp3time_Page Submit","t1tp3time_Click Count","t1tp3choice","t1tp4","t1tp4time_First Click","t1tp4time_Last Click","t1tp4time_Page Submit","t1tp4time_Click Count","t1tp4choice","t1tp5","t1tp5time_First Click","t1tp5time_Last Click","t1tp5time_Page Submit","t1tp5time_Click Count","t1tp5choice","t1tp6","t1tp6time_First Click","t1tp6time_Last Click","t1tp6time_Page Submit","t1tp6time_Click Count","t1tp6choice","t1tp7","t1tp7time_First Click","t1tp7time_Last Click","t1tp7time_Page Submit","t1tp7time_Click Count","t1tp7choice","t1tp8","t1tp8time_First Click","t1tp8time_Last Click","t1tp8time_Page Submit","t1tp8time_Click Count"
"346","R_3ksXxheL5lEUodb",6,32.056,32.056,43.646,1,4,17.266,17.266,18.573,1,1,28.601,28.601,30.173,1,6,12.586,12.586,20.589,1,1,0,0,13.248,0,2,282.367,282.367,284.604,1,1,NA,0,0,74.918,0,5,71.783,71.783,77.151,1,NA,1,0,0,10.99,0,1,33.668,33.668,44.708,1,NA,0,NA,NA,NA,NA,8,18.583,24.527,26.666,2,1,7,70.503,128.687,129.925,2,1,8,273.127,412.374,413.727,2,1,5,86.929,88.385,89.235,2,1,8,353.416,354.456,355.779,2,1,5,99.024,104.28,105.19,2,1,5,77.625,79.329,80.669,2,1,1,40.206,40.206,57.713,1
"347","R_uwiAvIyuoyXKNb3",6,13.493,16.208,17.428,3,3,8.657,8.657,12.457,1,1,28.488,30.206,30.99,2,6,5.152,5.152,6.745,1,0,0,0,11.047,0,2,2.498,57.581,81.454,2,1,NA,5.75,5.75,7.974,1,2,84.998,84.998,91.218,1,0,NA,NA,NA,NA,NA,1,21.801,21.801,23.253,1,NA,0,NA,NA,NA,NA,8,0.188,5.395,6.571,4,1,5,96.812,103.043,103.815,3,1,9,5.401,7.294,8.231,3,1,1,44.998,47.327,48.049,3,1,3,36.585,39.159,39.9,3,1,5,39.2,41.391,42.318,3,1,5,33.096,36.231,37.074,4,1,1,28.734,30.416,31.557,2
"348","R_3h4TSo7ZZiiWgqd",6,9.19,9.19,12.688,1,3,6.435,6.435,9.175,1,1,86.391,86.391,98.118,1,6,7.695,7.695,9.486,1,1,0,0,13.424,0,6,33.246,33.246,42.252,1,NA,0,NA,NA,NA,NA,5,72.691,72.691,74.857,1,NA,1,0,0,31.571,0,1,19.006,19.006,26.39,1,NA,0,NA,NA,NA,NA,8,9.717,16.005,18.539,2,1,9,118.57,120.129,121.489,2,1,9,186.434,187.778,189.299,2,1,5,42.7,51.586,53.209,2,1,8,61.15,88.614,89.709,2,1,5,22.7,25.027,26.488,2,1,5,37.446,39.718,42.333,2,1,1,16.203,16.203,28.304,1
"349","R_1DHgpz4vOu5u5lX",6,15.542,15.542,18.96,1,3,3.214,3.214,4.234,1,1,43.492,43.492,51.481,1,6,4.797,4.797,6.358,1,1,0,0,7.251,0,8,41.002,41.002,45.409,1,1,NA,0,0,24.402,0,6,89.58,89.58,90.488,1,1,NA,0,0,32.679,0,1,23.052,23.052,24.259,1,NA,0,NA,NA,NA,NA,8,3.379,8.469,9.495,2,1,9,93.576,95.017,97.752,3,1,8,52.938,63.476,64.802,2,1,5,31.393,33.287,34.404,2,1,6,113.995,118.178,118.818,2,1,5,7.248,8.205,9.707,2,1,5,3.203,16.009,17.067,2,1,1,17.396,17.396,18.294,1
"350","R_3Pdcy9ZGYPAJsQX",6,10.628,14.534,15.575,3,3,2.915,2.915,5.734,1,1,55.296,55.296,60.083,1,6,4.437,4.437,6.197,1,0,0,0,8.354,0,6,36.929,36.929,38.439,1,NA,1,0,0,6.233,0,5,24.044,24.044,25.787,1,NA,0,NA,NA,NA,NA,1,11.967,11.967,14.361,1,NA,0,NA,NA,NA,NA,8,11.011,16.238,18.06,3,1,9,40.38,42.322,43.462,2,1,9,25.382,26.4,27.791,2,1,5,36.351,39.268,41.049,2,1,9,19.768,20.81,23,2,1,5,19.741,24.646,26.219,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","R_u32RLgt8Wvj3rON",7,8.353,8.353,9.458,1,6,0.659,1.046,2.44,2,5,0.387,0.387,1.603,1,4,0.459,0.459,1.634,1,1,0,0,1.209,0,5,0.736,0.736,1.822,1,1,NA,0,0,3.432,0,5,25.959,26.751,28.947,2,NA,0,NA,NA,NA,NA,5,0.991,0.991,2.173,1,0,NA,NA,NA,NA,NA,9,3.259,4.426,6.868,2,1,4,3.323,6.706,8.368,5,1,1,0.742,10.349,11.21,4,1,6,5.172,6.245,8.201,2,1,6,0.398,2.101,3.573,2,1,3,0.881,1.857,4.103,2,1,9,0.536,1.485,2.937,2,1,5,0.597,0.597,1.641,1
"352","R_OcUZbvTk2UZCMU1",8,12.758,18.38,19.773,2,3,4.642,5.804,8.077,2,1,5.147,13.139,15.232,4,3,4.002,5.134,7.183,2,1,0,0,1.46,0,8,5.629,6.779,9.422,2,1,NA,0,0,4.942,0,1,14.806,16.346,18.187,2,1,NA,0,0,3.085,0,5,39.612,53.197,54.63,2,0,NA,NA,NA,NA,NA,8,8.57,24.252,25.513,4,1,6,6.889,19.204,21.315,5,1,8,3.473,6.575,7.941,3,1,7,10.758,15.231,16.119,4,1,8,0.91,8.205,9.386,3,1,7,6.368,9.461,10.693,3,1,9,3.856,9.553,12.172,5,1,6,5.819,13.855,14.715,3
"353","R_1mRvutMTTDtSO1s",8,24.279,24.279,29.052,1,3,9.088,9.088,12.852,1,1,49.001,49.001,52.075,1,6,9.632,9.632,12.537,1,0,0,0,14.869,0,8,27.101,27.101,30.902,1,1,NA,0,0,17.804,0,1,22.894,22.894,25.707,1,1,NA,0,0,12.196,0,1,18.723,20.993,24.165,2,NA,0,NA,NA,NA,NA,8,17.504,24.776,27.076,2,1,3,78.449,81.636,83.174,2,1,3,21.917,31.065,32.578,3,1,3,43.016,46.794,49.854,2,1,4,45.129,51.615,53.516,4,1,5,35.436,48.534,49.928,2,1,5,36.149,42.266,44.14,2,1,7,46.251,46.251,49.767,1
"354","R_1HbkkdC29D6FrVX",6,10.296,10.296,16.358,1,3,2.368,2.368,6.073,1,1,22.497,22.497,28.676,1,6,4.686,4.686,6.854,1,1,0,0,16.768,0,6,45.646,45.646,49.386,1,NA,1,0,0,8.927,0,5,53.341,99.371,101.458,2,NA,1,0,0,15.668,0,1,26.956,26.956,28.259,1,NA,0,NA,NA,NA,NA,8,6.123,18.765,20.419,2,1,7,79.476,84.37,90.36,2,1,1,109.631,111.66,112.595,2,1,5,69.061,70.742,71.453,2,1,3,42.916,103.167,103.964,2,1,5,18.022,23.749,24.532,2,1,5,13.598,15.883,16.98,2,1,1,10.164,10.164,17.901,1
"355","R_10pBhOj1PXqwugt",6,12.416,16.009,17.501,2,3,9.149,24.445,25.927,5,5,17.589,17.589,24.482,1,6,3.783,5.982,9.288,2,0,0,0,4.956,0,8,29.754,29.754,31.997,1,1,NA,0,0,13.064,0,6,36.881,72.418,77.838,3,1,NA,0,0,16.493,0,5,33.47,33.47,37.688,1,1,NA,0,0,6.553,0,8,20.74,26.365,31.912,2,1,8,57.751,66.021,68.893,2,1,9,38.981,46.823,46.827,2,NA,NA,19.155,19.155,21.978,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","R_332aN4jmBGPxdya",6,12.777,12.777,14.751,1,3,6.3,6.3,7.709,1,1,18.183,18.183,20.351,1,4,6.1,6.1,8.376,1,1,0,0,5.765,0,4,18.595,18.595,20.94,1,1,NA,16.055,16.055,18.389,1,5,21.583,21.583,24.627,1,NA,0,NA,NA,NA,NA,1,47.735,47.735,49.952,1,NA,0,NA,NA,NA,NA,8,15.394,24.943,26.354,5,1,4,52.71,58.983,60.344,3,1,9,157.014,160.422,161.572,3,1,5,36.179,39.266,40.25,3,1,4,4.284,33.731,34.929,3,1,5,2.541,18.896,20.355,4,1,5,1.493,149.868,153.303,5,1,1,3.273,14.033,15.701,2
"357","R_2a9SprYpwXqntaC",6,14.533,14.533,15.773,1,3,6.083,6.083,7.481,1,1,30.279,38.991,41.233,2,6,4.207,4.207,4.984,1,1,0,0,8.793,0,2,34.003,34.003,35.262,1,1,NA,0,0,15.49,0,4,26.456,26.456,27.46,1,1,NA,0,0,6.767,0,5,26.587,26.587,27.551,1,1,NA,0,0,11.928,0,8,9.767,11.84,12.746,2,1,9,66.708,67.984,68.739,2,1,2,36.903,38.207,38.843,2,1,3,32.38,33.637,34.338,2,1,3,32.916,33.783,34.536,2,1,5,21.471,23.19,25.092,2,1,5,17.609,18.777,19.385,2,1,6,18.878,18.878,20.13,1
"358","R_1kHcfBhAASDOTpB",6,14.417,14.417,20.35,1,3,4.935,6.657,14.028,2,1,13.837,13.837,25.249,1,6,7.627,7.627,9.658,1,1,0,0,16.299,0,6,121.13,121.13,123.394,1,NA,1,0,0,38.104,0,2,44.901,202.92,205.452,3,1,NA,0,0,61.357,0,1,99.933,99.933,103.044,1,NA,0,NA,NA,NA,NA,8,9.891,13.367,15.154,2,1,7,170.07,247.217,248.943,3,1,9,49.617,51.692,53.327,2,1,7,67.362,73.909,75.202,3,1,3,38.943,41.717,43.001,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","R_1rxh5bwhJZTtPlx",6,13.708,13.708,14.59,1,3,4.658,4.658,6.665,1,5,34.368,34.368,35.42,1,6,9.384,9.384,10.142,1,0,5.777,5.777,6.467,1,8,10.122,10.122,11.51,1,1,NA,0,0,35.229,0,5,33.348,33.348,34.277,1,NA,1,0,0,13.526,0,5,26.729,26.729,27.576,1,1,NA,12.2,12.2,12.578,1,8,26.174,31.304,31.882,4,1,9,62.783,64.223,64.779,3,1,2,106.269,107.585,108.219,2,1,1,37.157,38.462,39.637,2,1,6,18.783,22.35,22.905,2,1,5,10.752,25.513,26.274,3,1,5,38.327,39.396,40.357,2,1,1,7.015,7.015,8.403,1
"360","R_1M5tkufr4HEAXDf",6,19.284,19.284,28.421,1,3,12.453,12.453,15.962,1,1,22.154,22.154,33.557,1,6,7.415,7.415,9.157,1,0,0,0,17.335,0,7,72.593,72.593,75.193,1,1,NA,0,0,93.554,0,2,72.238,72.238,77.3,1,1,NA,0,0,134.817,0,1,120.893,120.893,125.019,1,NA,1,0,0,33.997,0,8,23.705,27.921,30.089,2,1,7,158.152,179.592,182.652,2,1,5,107.689,110.169,111.55,2,1,1,257.449,313.611,315.172,3,1,8,95.152,96.216,99.12,2,1,5,49.212,58.724,60.439,2,1,5,22.592,27.56,30.297,2,1,1,37.772,37.772,50.22,1
"361","R_1CHmqnicehTL0b3",6,11.874,11.874,18.217,1,3,9.742,9.742,10.919,1,1,22.784,22.784,30.081,1,6,10.731,10.731,11.761,1,1,0,0,13.536,0,6,28.037,28.037,29.072,1,NA,0,NA,NA,NA,NA,2,96.432,96.432,97.658,1,1,NA,0,0,34.668,0,1,48.595,48.595,50.966,1,NA,0,NA,NA,NA,NA,8,8.083,13.062,15.402,2,1,5,55.87,113.124,115.001,3,1,9,113.488,114.774,116.172,2,1,7,83.291,91.888,93.405,2,1,3,22.176,63.235,64.341,2,1,5,1.637,28.451,29.163,4,1,5,1.411,51.791,54.446,5,1,1,3.148,19.563,36.312,2
"362","R_1pGLP2rQYiY4Xn6",6,17.608,17.608,19.193,1,3,7.656,7.656,10.584,1,1,35.877,35.877,42.343,1,6,5.882,5.882,7.074,1,1,0,0,12.766,0,8,32.746,32.746,34.127,1,1,NA,0,0,22.421,0,5,61.93,61.93,64.573,1,NA,1,0,0,10.153,0,1,82.012,82.012,84.165,1,NA,1,0,0,12.291,0,8,13.457,19.604,23.196,2,1,7,134.121,135.333,136.683,2,1,3,129.029,130.215,131.264,2,1,5,49.874,50.807,51.877,2,1,2,114.706,115.983,117.823,2,1,5,65.756,67.442,68.431,2,1,5,54.289,56.123,57.327,2,1,1,13.26,13.26,15.679,1
"363","R_1GV3ZumzYWWt1sV",2,23.574,23.574,25.795,1,3,4.701,4.701,7.352,1,3,6.08,6.08,8.062,1,6,6.091,6.091,8.07,1,0,0,0,10.881,0,4,6.559,6.559,8.762,1,1,NA,0,0,9.033,0,1,11.378,11.378,13.645,1,0,NA,NA,NA,NA,NA,4,8.572,14.627,16.55,2,0,NA,NA,NA,NA,NA,8,5.298,8.895,11.512,2,1,6,16.893,20.162,21.476,2,1,7,2.514,4.906,6.046,2,1,4,3.206,9.009,10.112,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","R_3G9Bn2gz9HY0CqX",6,37.816,37.816,40.271,1,3,9.111,9.111,10.958,1,1,94.062,94.062,96.258,1,6,12.461,12.461,13.585,1,1,0,0,15.248,0,6,64.454,64.454,81.685,1,NA,1,0,0,54.755,0,5,94.856,94.856,95.878,1,NA,1,0,0,20.977,0,1,41.001,41.001,43.934,1,NA,1,0,0,7.749,0,8,18.136,22.078,26.472,2,1,7,77.762,80.069,81.335,2,1,8,116.124,117.703,118.66,2,1,1,31.348,32.828,33.798,2,1,7,51.409,53.834,54.76,2,1,5,21.984,64.421,65.516,3,1,5,20.483,41.064,42.163,3,1,1,59.09,59.09,70.754,1
"365","R_voj2hNhl4zliUYF",6,19.673,19.673,25.247,1,3,21.307,21.307,23.777,1,1,30.57,30.57,37.139,1,6,11.63,11.63,17.321,1,1,0,0,17.159,0,6,85.565,85.565,90.991,1,NA,1,0,0,41.458,0,2,247.049,413.069,416.138,7,1,NA,0,0,10.854,0,1,91.2,91.2,93.171,1,NA,0,NA,NA,NA,NA,8,11.72,20.542,23.439,2,1,8,199.497,238.638,239.662,2,1,8,310.947,539.042,542.342,3,1,5,27.239,130.062,130.757,2,1,3,170.739,186.393,187.117,2,1,5,22.455,34.181,35.378,2,1,5,142.554,145.293,146.447,2,1,1,24.286,24.286,30.963,1
"366","R_3mfLjnkuntOy4Ql",6,13.54,13.54,16.422,1,3,13.964,13.964,15.197,1,1,69.416,69.416,74.579,1,6,6.838,6.838,7.984,1,0,0,0,7.609,0,6,35.748,56.972,58.188,3,NA,1,0,0,12.406,0,5,54.935,54.935,55.759,1,NA,1,0,0,8.106,0,5,79.638,79.638,80.381,1,1,NA,0,0,8.447,0,8,11.729,25.28,26.552,4,1,3,88.542,92.63,93.184,6,1,6,0.81,144.121,145.108,4,1,5,38.414,40.91,43.124,2,1,4,29.015,29.687,31.279,3,1,5,38.318,39.014,40.112,2,1,5,28.331,31.267,32.251,3,1,1,10.324,10.324,12.564,1
"367","R_eeZD3CNNFN6GPgl",6,33.058,35.256,36.714,2,3,6.703,6.703,8.559,1,1,48.732,48.732,51.638,1,6,14.675,14.675,17.612,1,0,0,0,15.355,0,7,11.451,11.451,15.945,1,1,NA,1.872,1.872,5.477,1,1,19.297,19.297,21.178,1,0,NA,NA,NA,NA,NA,5,16.863,16.863,19.02,1,0,NA,NA,NA,NA,NA,8,7.602,12.259,13.343,3,1,5,22.457,32.98,34.102,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","R_3gRt86a0sYVPYmV",6,18.015,18.015,30.752,1,3,9.429,9.429,11.164,1,1,33.871,33.871,36.257,1,6,7.298,7.298,8.865,1,1,0,0,11.187,0,8,29.881,29.881,31.368,1,1,NA,32.59,32.59,33.949,1,7,59.612,59.612,62.45,1,1,NA,46.898,53.158,54.814,2,1,51.101,51.101,53.159,1,NA,1,5.936,7.066,8.75,2,8,6.563,12.246,14.111,4,1,4,30.301,33.071,34.239,3,1,8,109.878,112.383,113.955,3,1,4,35.86,38.188,39.821,3,1,3,11.289,13.483,14.882,3,1,5,7.726,13.032,14.56,3,1,8,32.744,54.787,56.136,3,1,1,12.783,12.783,14.124,1
"369","R_2Y3ThKboo7m82gf",6,15.977,15.977,17.53,1,3,9.723,11.685,12.644,2,1,27.488,27.488,29.093,1,6,8.849,8.849,11.55,1,1,0,0,11.721,0,6,40.322,40.322,44.163,1,NA,0,NA,NA,NA,NA,5,229.12,229.12,247.586,1,NA,0,NA,NA,NA,NA,1,30.752,30.752,36.87,1,NA,0,NA,NA,NA,NA,8,30.341,45.123,47.405,4,1,7,153.712,164.25,165.795,3,1,3,103.281,106.748,108.126,3,1,5,25.393,31.326,34.06,3,1,4,73.336,86.24,87.656,3,1,5,14.016,23.1,24.587,3,1,5,2.953,27.016,28.305,4,1,1,13.949,13.949,15.762,1
"370","R_3exGThZAPpY9NCv",6,21.315,21.315,25.901,1,3,8.88,8.88,10.194,1,1,39.534,39.534,43.07,1,6,6.105,6.105,8.314,1,1,0,0,16.093,0,8,162.922,162.922,164.066,1,1,NA,0,0,69.314,0,5,66.538,66.538,79.495,1,NA,1,0,0,8.4,0,1,142.026,142.026,160.291,1,NA,1,0,0,26.267,0,8,25.164,44.089,46.356,3,1,7,225.76,233.784,235.022,2,1,3,277.939,280.577,282.456,2,1,5,49.9,51.362,55.637,2,1,4,61.131,81.066,84.091,2,1,5,66.31,76.288,77.577,2,1,5,29.419,35.293,38.254,2,1,1,40.931,40.931,42.32,1
"371","R_SGGm4bzlq1gn4C5",6,16.405,16.405,20.276,1,3,3.438,4.751,14.143,2,1,18.403,18.403,20.27,1,6,3.197,3.197,6.926,1,1,8.136,9.464,11.87,2,6,10.196,10.196,18.655,1,NA,1,0,0,18.946,0,5,95.125,95.125,106.927,1,NA,1,0,0,9.305,0,1,45.97,45.97,51.241,1,NA,1,0,0,4.071,0,8,19.005,22.278,23.949,2,1,5,136.46,138.637,139.974,2,1,1,42.174,100.858,101.657,7,1,5,24.85,28.5,30.901,2,1,4,18.088,20.289,22.864,2,1,5,23.383,38.11,39.81,3,1,5,26.027,65.478,67.166,4,1,1,9.164,9.164,12.224,1
"372","R_8wvqyiRTbxRWEtH",8,29.626,30.45,31.812,3,3,21.653,21.653,22.637,1,1,20.987,20.987,25.066,1,6,11.378,11.378,14.706,1,0,0,0,9.553,0,1,34.992,34.992,36.145,1,1,NA,0,0,10.97,0,6,22.487,22.487,23.254,1,0,NA,NA,NA,NA,NA,1,20.939,20.939,21.82,1,NA,0,NA,NA,NA,NA,8,11.099,13.291,14.788,2,1,9,97.73,101.722,102.669,3,1,9,1.461,16.22,17.189,6,1,9,4.923,6.107,7.62,2,1,9,3.172,8.388,9.476,3,1,6,17.62,29.588,30.901,7,1,3,13.656,14.999,16.096,2,1,9,2.314,2.314,3.217,1
"373","R_1rCbeYxkQZt8tE2",5,7.946,7.946,9.709,1,3,7.184,7.184,9.303,1,8,14.1,14.1,15.514,1,6,5.156,5.156,7.211,1,0,0,0,2.012,0,2,26.615,26.615,28.327,1,0,NA,NA,NA,NA,NA,3,9.225,23.301,24.949,3,0,NA,NA,NA,NA,NA,1,19.065,19.065,24.425,1,NA,0,NA,NA,NA,NA,8,4.874,14.29,15.59,4,1,6,16.559,19.114,20.542,3,1,1,5.001,33.833,35.25,4,1,1,17.071,21.15,22.613,3,1,7,39.523,43.221,44.683,4,1,5,5.365,19.446,21.518,5,1,5,22.949,27.611,28.937,3,1,1,2.624,16.422,18.512,2
"374","R_1Isccch4tyOBqzj",6,14.566,14.566,15.931,1,3,9.581,9.581,10.99,1,1,23.392,23.392,25.414,1,6,8.585,8.585,9.955,1,1,0,0,12.643,0,1,23.466,23.466,25.709,1,1,NA,4.355,4.355,6.394,1,3,22.493,22.493,24.324,1,1,NA,2.494,2.494,4.082,1,5,41.218,41.218,42.634,1,1,NA,2.226,2.226,3.845,1,8,9.513,15.362,17.246,3,1,5,10.261,25.031,26.48,4,1,9,3.112,7.541,8.658,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","R_1dMuXQAVtqXD6vg",6,8.666,11.506,12.647,3,3,4.987,8.204,8.981,4,1,10.792,17.654,20.173,3,6,33.816,34.681,36.101,2,1,0,0,17.365,0,6,14.354,24.16,25.201,3,NA,0,NA,NA,NA,NA,6,3.886,146.017,147.158,6,1,NA,33.776,112.787,113.686,3,1,2.925,24.016,25.499,4,NA,0,NA,NA,NA,NA,8,6.348,26.522,28.507,4,1,7,4.02,112.707,114.225,7,1,6,3.249,178.825,179.919,8,1,5,36.227,52.676,53.642,5,1,4,2.749,79.152,80.161,5,1,5,2.047,87.247,88.331,6,1,5,4.987,94.328,95.329,7,1,1,3.432,15.196,16.281,4
"376","R_33lqUOkwHPhiY78",6,10.443,10.443,15.374,1,3,6.348,6.348,8.723,1,1,10.571,10.571,12.226,1,6,3.201,3.201,4.177,1,1,12.738,12.738,13.459,1,2,13.551,13.551,54.389,1,1,NA,0,0,24.419,0,5,42.8,42.8,44.299,1,NA,1,0,0,22.172,0,5,34.325,34.325,36.027,1,1,NA,0,0,12.539,0,8,6.797,16.037,17.523,2,1,6,62.585,65.008,66.229,2,1,1,38.511,39.943,41.066,2,1,5,20.916,31.212,32.151,4,1,6,17.659,19.15,21.276,2,1,5,9.389,15.701,17.055,3,1,5,14.562,15.7,17.101,2,1,1,27.035,27.035,28.72,1
"377","R_1QonQk96RlpwYK4",6,43.288,43.288,47.798,1,3,5.406,5.406,8.834,1,1,341.34,341.34,348.844,1,6,5.563,5.563,6.256,1,0,0,0,9.282,0,7,27.49,27.49,31.942,1,1,NA,0,0,17.39,0,2,124.096,124.096,127.423,1,1,NA,0,0,11.214,0,1,26.552,39.455,42.546,3,NA,1,0,0,3.677,0,8,7.58,13.193,13.909,2,1,6,17.461,18.855,19.73,2,1,8,24.221,25.266,25.905,2,1,7,351.935,353.808,354.715,2,1,1,8.025,10.727,11.4,2,1,5,315.675,324.619,325.661,2,1,5,23.543,24.557,25.283,2,1,1,54.871,54.871,56.533,1
"378","R_1LMuRuGNLpB7kMw",6,19.377,19.377,24.235,1,3,11.088,11.088,13.928,1,1,38.269,50.723,51.485,2,6,10.925,10.925,16.164,1,0,16.886,16.886,17.23,1,6,53.253,53.253,55.62,1,NA,0,NA,NA,NA,NA,4,85.231,85.231,86.801,1,1,NA,0,0,22.852,0,1,29.972,29.972,36.19,1,NA,0,NA,NA,NA,NA,8,20.4,25.376,29.3,2,1,9,40.529,41.657,42.957,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","R_1r1xO7p3pTOzlcI",8,11.347,12.695,16.266,2,3,6.643,6.643,8.069,1,1,13.536,13.536,15.105,1,6,7.463,15.83,17.496,2,1,0,0,9.466,0,8,58.925,58.925,61.458,1,1,NA,0,0,23.845,0,3,135.9,135.9,137.009,1,0,NA,NA,NA,NA,NA,1,33.147,33.147,35.385,1,NA,0,NA,NA,NA,NA,8,11.886,15.641,19.967,2,1,2,178.178,181.704,182.377,2,1,1,49.321,58.722,59.164,3,1,1,26.223,27.733,31.851,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","R_1QuXgFq52RAUhQw",6,23.347,23.347,39.265,1,3,8.033,8.033,14.815,1,1,40.922,40.922,46.735,1,6,7.141,7.141,11.905,1,1,0,0,20.78,0,2,72.711,72.711,74.388,1,1,NA,0,0,81.68,0,5,53.049,53.049,56.143,1,NA,1,0,0,14.565,0,1,83.658,83.658,85.907,1,NA,1,0,0,1.652,0,8,17.299,21.394,22.311,2,1,7,124.915,127.769,129.062,2,1,9,22.386,57.43,62.717,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","R_1OjCXoQp093nG9d",6,14.281,14.281,16.587,1,3,6.321,6.321,8.035,1,1,15.898,15.898,23.226,1,6,7.872,7.872,9.489,1,0,0,0,13.211,0,2,11.331,108.434,110.803,3,1,NA,8.516,47.33,49.2,3,1,109.746,109.746,120.363,1,1,NA,20.991,20.991,22.779,1,1,86.48,86.48,88.745,1,NA,1,6.401,6.401,8.916,1,8,20.344,27.444,30.616,4,1,7,71.172,93.375,94.928,4,1,4,58.508,62.189,63.457,4,1,6,41.847,45.437,46.862,3,1,1,30.271,33.441,34.798,3,1,5,16.168,22.548,24.05,4,1,5,26.519,30.218,31.625,3,1,6,14.248,23.949,26.548,2
"382","R_3LdtBtwdJmnsQuv",6,6.505,20.289,23.043,3,3,6.01,10.505,11.474,2,1,15.572,18.833,19.522,2,6,7.437,8.941,9.945,2,1,0,0,10.273,0,4,23.204,30.857,32.678,2,1,NA,7.757,7.757,9.481,1,3,18.926,20.7,21.552,2,0,NA,NA,NA,NA,NA,1,28.684,38.189,38.804,4,NA,0,NA,NA,NA,NA,8,6.611,24.473,25.525,7,1,9,96.647,101.504,102.925,4,1,9,2.488,8.287,10.118,4,1,9,4.52,7.615,9.147,3,1,9,8.387,11.488,12.816,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","R_31XBbTMmZjH4fjq",8,5.735,5.735,7.608,1,3,3.456,3.456,6.42,1,1,6.66,12.916,16.872,2,6,4.169,4.169,6.059,1,0,0,0,3.182,0,8,42.066,42.066,43.217,1,1,NA,0,0,6.705,0,2,28.994,28.994,35.085,1,1,NA,0,0,5.175,0,1,25.668,25.668,27.862,1,NA,0,NA,NA,NA,NA,8,5.292,9.043,10.482,2,1,7,45.717,47.124,48.156,2,1,9,2.038,3.837,4.543,2,1,NA,6.917,6.917,8.079,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
