"","ResponseId","Q187","chall_ass_self_1","chall_ass_self_2","chall_ass_self_3","chall_ass_self_4","chall_ass_self_5","chall_word_ev_1","chall_word_ev_2","chall_word_ev_3","chall_word_ev_4","chall_word_ev_5","crit_ass_self_1","crit_ass_self_2","crit_ass_self_3","crit_ass_self_4","crit_ass_self_5","crit_word_ev_1","crit_word_ev_2","crit_word_ev_3","crit_word_ev_4","crit_word_ev_5","chall_word_us_ev_1","chall_word_us_ev_2","chall_word_us_ev_3","chall_word_us_ev_4","chall_word_us_ev_5","crit_word_us_ev_1","crit_word_us_ev_2","crit_word_us_ev_3","crit_word_us_ev_4","crit_word_us_ev_5","pre_ms","pre_ms_words_4","pre_ms_words_5","pre_ms_words_6","ms_words_ev_1","ms_words_ev_2","ms_words_ev_3","chall_gnat_feedback_1","chall_gnat_feedback_2","chall_gnat_feedback_3","chall_gnat_correct_1","chall_gnat_attention_1","crit_gnat_feedback_1","crit_gnat_feedback_2","crit_gnat_feedback_3","crit_gnat_correct_1","crit_gnat_attention_1","Q194","iq_1","iq_2","fms_1","fms_2","fms_3","fms_4","crms_1","crms_2","crms_3","crms_4","chms_1","chms_2","chms_3","chms_4","grit_1","grit_2","grit_3","grit_4","grit_5","grit_6","grit_7","grit_8","fsc_1","fsc_2","crsc_1","crsc_2","chsc","mcsd_1","mcsd_2","mcsd_3","mcsd_4","mcsd_5","mcsd_6","mcsd_7","mcsd_8","mcsd_9","mcsd_10","mcsd_11","mcsd_12","mcsd_13","Q197_1","Q197_2","Q197_3","Q197_4","Q197_5","Q197_6","Q197_7","Q197_8","Q197_9","Q197_10","Q197_11","Q197_12","Q197_13","Q197_14","Q197_15","Q197_16","Q197_17","Q197_18"
"11","R_3pmWYCpa9Z27QfZ","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","küzdelem","feladat","nehézség","bukás","siker","inkább pozitív","semleges","negatív","negatív","pozitív","jó","rossz","megítélés","vélemény","segítség","pozitív","negatív","negatív","semleges","pozitív","inkább pozitív","inkább pozitív","semleges","semleges","inkább negatív","inkább negatív","pozitív","inkább pozitív","semleges","inkább negatív","Ki szeretné javítani az apróbb formai és tartalmi hibákat, valamint tanácsokat ad, hogy Ő mit adna még hozzá/venne el.","izgalom","feszültség","öröm","semleges","negatív","pozitív","Közepesen.","Inkább igen.","Igen, nagyon.",70,91,"Igen, nagyon.","Igen, nagyon.","Igen.",65,71,"Próbáltam nem reflexből kattintani, hanem teljes odafigyeléssel, a végére pedig nagyjából megjegyeztem a szavakat.","Nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Valamennyire jellemző rám","Nagyon jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Egyáltalán nem jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Igaz","Hamis","Igaz","Hamis","Hamis","Hamis","Igaz","Hamis","Igaz","Igaz","Igaz","Teljesen egyetértek","Teljesen egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Egyet is értek, meg nem is.","Nem értek egyet","Egyet is értek, meg nem is.","Egyetértek","Egyetértek","Egyetértek","Teljesen egyetértek","Egyetértek","Teljesen egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyet is értek, meg nem is."
"12","R_3rP2hzKzQJpxJMw","lenémítottam a telefonom","meghívás","élet","hivatás","akadályok","feladat","pozitív","inkább pozitív","pozitív","inkább negatív","semleges","építő","rombolás","igazságtalan","felnőttek","hiány","pozitív","negatív","negatív","inkább negatív","negatív","inkább pozitív","inkább negatív","pozitív","inkább negatív","inkább pozitív","semleges","inkább pozitív","pozitív","inkább pozitív","negatív","Ha valóban csak ritkán keres meg, vagy reagál, akkro valószínűleg valami negatí kritikával fog illetni, de bíznék benne, hogy építő jelleggel.","igazságtalanság","értetlenség","elbizonytalanodás","negatív","inkább negatív","inkább negatív","Igen, nagyon.","Inkább igen.","Igen, nagyon.",75,80,"Igen, nagyon.","Igen, nagyon.","Igen, nagyon.",70,90,"A főneveket betanultam tudat alatt, így főként csak a mellékneveket kellett kategorizálni tudatosan.","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Inkább egyetértek","Nem értek egyet","Valamennyire jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Nagyon jellemző rám","Egyáltalán nem valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Igaz","Igaz","Hamis","Hamis","Igaz","Hamis","Igaz","Igaz","Igaz","Igaz","Hamis","Teljesen egyetértek","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Nem értek egyet","Teljesen egyetértek","Teljesen egyetértek","Egyetértek","Teljesen egyetértek","Egyetértek","Teljesen egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyet is értek, meg nem is."
"13","R_247wbwXLMjsnUKA","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","cél","erőlködés","challenge","elfogadom","fáradtság","semleges","inkább negatív","semleges","inkább pozitív","negatív","fáj","feladás","elviselni","bántó","pozitív","negatív","negatív","negatív","negatív","inkább pozitív","semleges","inkább negatív","inkább pozitív","inkább negatív","inkább negatív","inkább negatív","pozitív","inkább pozitív","inkább pozitív","semleges","Valamivel még biztosan ki kell egészíteni, mert hiányzik belőle valami.","izgulás","félelem","elegem van","negatív","negatív","negatív","Inkább igen.","Inkább igen.","Inkább igen.",60,60,"Igen, nagyon.","Igen, nagyon.","Igen.",40,29,"nem","Egyáltalán nem értek egyet","Nem értek egyet","Egyáltalán nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Kevéssé jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Kevéssé jellemző rám","Egyáltalán nem valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Hamis","Igaz","Hamis","Igaz","Igaz","Hamis","Hamis","Hamis","Igaz","Igaz","Igaz","Igaz","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyetértek","Egyet is értek, meg nem is.","Teljesen egyetértek","Teljesen egyetértek","Egyetértek","Teljesen egyetértek","Nem értek egyet","Teljesen egyetértek","Teljesen egyetértek","Egyetértek","Egyet is értek, meg nem is.","Nem értek egyet"
"14","R_UhkDvG5VtVe3qzD","lenémítottam a telefonom","nehézség","fáradtság","öröm","cél","büszkeség","inkább negatív","inkább negatív","pozitív","pozitív","pozitív","negatív","pozitív","konstruktív","sértő","személyes","inkább negatív","inkább pozitív","pozitív","negatív","semleges","inkább pozitív","inkább pozitív","inkább pozitív","inkább negatív","inkább pozitív","inkább negatív","pozitív","inkább pozitív","semleges","inkább negatív","Szerintem részletesen el szeretné mondani róla a véleményét, illetve konstruktív kritikát szeretne megfogalmazni, hogy hogyan lehetne fejleszteni még a prezentációmat.","változó","teher","segítség","semleges","negatív","inkább pozitív","Inkább nem.","Inkább nem.","Igen, nagyon.",53,76,"Nem.","Közepesen.","Igen, nagyon.",66,86,"Az elején csak arra fókuszáltam, hogy pozitív vagy negatív érzelem ugrik fel.","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Egyetértek","Inkább nem értek egyet","Nem értek egyet","Valamennyire jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Egyáltalán nem jellemző rám","Valamennyire jellemző rám","Teljes mértékben jellemző rám","Teljes mértékben jellemző rám","Nagyon valószínű, hogy így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Hamis","Igaz","Igaz","Hamis","Hamis","Hamis","Igaz","Hamis","Igaz","Hamis","Igaz","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Egyetértek","Egyetértek","Teljesen egyetértek","Egyetértek","Egyetértek","Nem értek egyet","Egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Teljesen egyetértek","Egyet is értek, meg nem is."
"15","R_3O7yTTgAitqZ9TF","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét","verseny","feladat","összpontosítás","koncentráció","teljesítmény","pozitív","inkább pozitív","pozitív","pozitív","pozitív","vélemény","gondolat","megítélés","cikk","sajtó","semleges","inkább pozitív","inkább negatív","semleges","inkább negatív","pozitív","inkább pozitív","pozitív","pozitív","inkább pozitív","inkább negatív","inkább pozitív","inkább pozitív","semleges","inkább negatív","Nem tudom előre, megfordul bennem az is, hogy negatív kritikát kapok, de mivel sok munkámvan benne, bizakodó vagyok, hogy pozitív véleményt fog mondani.","elgondolkodtatott","több szempontot vettem figyelembe","megpróbáltam beleképzelni magamat a szituációba","semleges","inkább pozitív","semleges","Közepesen.","Inkább igen.","Inkább igen.",49,71,"Igen.","Igen, nagyon.","Igen.",49,41,NA,"Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyetértek","Nem értek egyet","Egyáltalán nem értek egyet","Valamennyire jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Egyáltalán nem jellemző rám","Egyáltalán nem jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Igaz","Igaz","Igaz","Hamis","Igaz","Hamis","Igaz","Igaz","Hamis","Hamis","Igaz","Hamis","Hamis","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyetértek","Teljesen egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyetértek","Teljesen egyetértek","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyetértek","Egyet is értek, meg nem is."
"16","R_QfVUZzLbx9MUF7X","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","nehézség","siker","kudarc","munkahely","iskola","inkább negatív","pozitív","negatív","semleges","semleges","negatív","pozitív","vélemény","könyvkritika","cikk","negatív","pozitív","semleges","inkább negatív","semleges","inkább negatív","negatív","inkább negatív","negatív","inkább pozitív","inkább negatív","inkább pozitív","semleges","inkább negatív","negatív","Megszeretné beszélni, min lehetne változtatni, hol lehetne még bővíteni az anyagot.","kíváncsiság","általános nyugodtság","enyhe félelem","inkább pozitív","inkább pozitív","inkább negatív","Inkább igen.","Inkább igen.","Igen, nagyon.",50,60,"Közepesen.","Közepesen.","Igen, nagyon.",59,60,"Csak a jelentésre fókuszáltam","Nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Teljes mértékben jellemző rám","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Igaz","Hamis","Igaz","Igaz","Hamis","Igaz","Igaz","Igaz","Igaz","Igaz","Hamis","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Teljesen egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyetértek","Egyet is értek, meg nem is."
"17","R_3k648PCPHufwEtF","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","siker","kudarc","fárdatság","munka","csalódás","pozitív","inkább negatív","inkább pozitív","inkább pozitív","inkább negatív","segítség","javulás","nehézség","probléma","jóindulat","pozitív","pozitív","inkább pozitív","inkább negatív","pozitív","pozitív","inkább negatív","inkább pozitív","inkább pozitív","inkább pozitív","pozitív","pozitív","semleges","inkább pozitív","inkább negatív","Inkább negatív visszajelzés és kritika.","Frusztráció","Idegesség","Tehetetlenség","negatív","inkább negatív","negatív","Inkább nem.","Inkább igen.","Igen, nagyon.",65,70,"Egyáltalán nem.","Igen.","Igen, nagyon.",60,67,"Nem.","Nem értek egyet","Nem értek egyet","Nem értek egyet","Egyetértek","Nem értek egyet","Nem értek egyet","Teljes mértékben egyetértek","Egyetértek","Egyáltalán nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Valamennyire jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Teljes mértékben így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Hamis","Hamis","Igaz","Igaz","Igaz","Hamis","Hamis","Igaz","Igaz","Igaz","Hamis","Hamis","Egyetértek","Egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Egyet is értek, meg nem is.","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Egyetértek","Egyetértek"
"18","R_5aN8f184y7U1m49","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","feladat","nehéz","büszkeség","munka","verseny","inkább pozitív","inkább negatív","pozitív","semleges","inkább pozitív","szigorú","apa","tanár","rossz","szégyen","negatív","semleges","semleges","negatív","negatív","inkább pozitív","inkább negatív","inkább pozitív","inkább negatív","inkább pozitív","negatív","semleges","semleges","inkább pozitív","negatív","Aggódok, hogy valami nagy hibát vétettem és rosszul csináltam. Félek, hogy kritizálni fogja a munkámat. De közben reménykedem abban, hogy meg szeretne dicsérni, és kiemelkedően jó, amit csináltam.","izgalom","félelem","aggodalom","inkább pozitív","negatív","negatív","Inkább igen.","Inkább igen.","Igen, nagyon.",71,95,"Közepesen.","Igen, nagyon.","Igen, nagyon.",50,91,"Egy idő után a szavak ismerősek voltak, és úgy könnyebb volt eldönteni, melyik kategóriába tartoznak. Némelyiknél reflexszerűen tudtam, hogy meg kell nyomni a space-t. Egyébként próbáltam minél jobban koncentrálni, csak a felvillanó szavakat néztem, és magamban kimondtam őket, így könnyebb volt felfogni a jelentését.","Inkább nem értek egyet","Nem értek egyet","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Egyetértek","Egyetértek","Inkább nem értek egyet","Nem értek egyet","Nagyon jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Igaz","Igaz","Igaz","Hamis","Igaz","Igaz","Hamis","Igaz","Igaz","Igaz","Igaz","Hamis","Hamis","Egyetértek","Egyetértek","Egyetértek","Teljesen egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Teljesen egyetértek","Egyetértek","Teljesen egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyáltalán nem értek egyet"
"19","R_RqVGybXtqQxF6Br","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","munka","nehéz","Youtube","erőfeszítés","butaság","inkább negatív","negatív","semleges","inkább negatív","negatív","film","baj","rossz","nehéz","építő","semleges","negatív","negatív","negatív","pozitív","inkább negatív","inkább pozitív","semleges","inkább negatív","semleges","inkább negatív","inkább pozitív","semleges","inkább negatív","inkább negatív","Valami olyan hibát talált, amit nehéz leírni, ezért inkább szóban akarja elmagyarázni.","Félelem","Remény","Hibásság","negatív","pozitív","negatív","Inkább igen.","Közepesen.","Igen, nagyon.",80,70,"Igen.","Igen.","Igen, nagyon.",75,60,"Nem volt","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Egyetértek","Egyáltalán nem értek egyet","Nem értek egyet","Inkább egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Valamennyire jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Nagyon jellemző rám","Kevésbé valószínű, hogy így gondolnám.","Talán így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Hamis","Hamis","Igaz","Igaz","Igaz","Hamis","Igaz","Igaz","Igaz","Igaz","Hamis","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Teljesen egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Teljesen egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Nem értek egyet","Nem értek egyet","Egyet is értek, meg nem is.","Nem értek egyet","Egyetértek","Egyet is értek, meg nem is."
"20","R_vdHPK6u9FL7wnrX",NA,"teljesítmény","akadály","nehézség","megmérettetés","bizonyítás","semleges","inkább negatív","inkább negatív","inkább pozitív","pozitív","kijavítás","megerősítés","bátorítás","(cselekedet)formálás","foglalkozás","inkább negatív","pozitív","pozitív","semleges","semleges","inkább pozitív","semleges","inkább pozitív","semleges","semleges","semleges","semleges","inkább pozitív","inkább negatív","negatív","Először is értékeli, kifejti a jó és rossz dolgokat/ tartalmat. Rámutat a hibákra, majd tanácsokat ad a szakdolgozat folytatására.","izgalom","teljesítés kényszer","engedelmeskedés","semleges","semleges","negatív","Igen, nagyon.","Egyáltalán nem.","Igen, nagyon.",75,80,"Igen, nagyon.","Igen, nagyon.","Közepesen.",51,40,"-","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Nagyon jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Igaz","Igaz","Hamis","Igaz","Igaz","Hamis","Hamis","Hamis","Igaz","Igaz","Igaz","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyetértek","Egyet is értek, meg nem is.","Teljesen egyetértek","Nem értek egyet","Teljesen egyetértek","Teljesen egyetértek","Egyetértek","Teljesen egyetértek","Egyetértek","Egyet is értek, meg nem is.","Nem értek egyet","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Nem értek egyet"
"21","R_PNksy5NTCM8y97H","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","edzés","tanulás","tapasztalatszerzés","feladat","önmagam","pozitív","inkább pozitív","inkább pozitív","inkább pozitív","inkább pozitív","barátok","tanárok","mindennapi élet","edzés","tanulás","pozitív","semleges","inkább pozitív","pozitív","inkább pozitív","inkább pozitív","inkább pozitív","semleges","semleges","semleges","inkább pozitív","inkább pozitív","inkább pozitív","inkább pozitív","semleges","Szeretné kifejteni a munkámat, az esetleges hibákat kijavítani, konzultálni.","pozitív","negatív","bizakodó","pozitív","negatív","inkább pozitív","Inkább igen.","Inkább igen.","Inkább igen.",60,80,"Igen.","Igen.","Igen.",50,60,"Hangosan mondtam a szavakat","Inkább nem értek egyet","Egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Nagyon jellemző rám","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Igaz","Igaz","Igaz","Hamis","Hamis","Hamis","Hamis","Hamis","Hamis","Igaz","Igaz","Hamis","Igaz","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyetértek","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is."
